"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200215_20200229.csv"
"C","Report for: 02/15/2020 - 02/29/2020"
"C","Report generated: 06/18/2021 11:43:08 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","02/15/2020","01",13739.04
"D","02/15/2020","02",13414.93
"D","02/15/2020","03",13290.9
"D","02/15/2020","04",13283.98
"D","02/15/2020","05",13720.42
"D","02/15/2020","06",13875.18
"D","02/15/2020","07",14366.73
"D","02/15/2020","08",14857.98
"D","02/15/2020","09",14727.88
"D","02/15/2020","10",14304.27
"D","02/15/2020","11",13845.4
"D","02/15/2020","12",13418.92
"D","02/15/2020","13",13004.45
"D","02/15/2020","14",12956.96
"D","02/15/2020","15",13182.38
"D","02/15/2020","16",13986.59
"D","02/15/2020","17",14815.15
"D","02/15/2020","18",15917.57
"D","02/15/2020","19",16196.85
"D","02/15/2020","20",15827.86
"D","02/15/2020","21",15356.48
"D","02/15/2020","22",14733.6
"D","02/15/2020","23",13891.57
"D","02/15/2020","24",13091.24
"D","02/16/2020","01",12457.47
"D","02/16/2020","02",12054.0
"D","02/16/2020","03",11773.11
"D","02/16/2020","04",11644.76
"D","02/16/2020","05",11691.48
"D","02/16/2020","06",11910.29
"D","02/16/2020","07",12381.5
"D","02/16/2020","08",12823.55
"D","02/16/2020","09",13172.0
"D","02/16/2020","10",13173.26
"D","02/16/2020","11",13186.6
"D","02/16/2020","12",13322.69
"D","02/16/2020","13",13397.7
"D","02/16/2020","14",13246.3
"D","02/16/2020","15",13051.89
"D","02/16/2020","16",13237.01
"D","02/16/2020","17",13900.71
"D","02/16/2020","18",14954.48
"D","02/16/2020","19",15237.96
"D","02/16/2020","20",14818.75
"D","02/16/2020","21",14208.72
"D","02/16/2020","22",13468.33
"D","02/16/2020","23",12620.22
"D","02/16/2020","24",11983.53
"D","02/17/2020","01",11604.32
"D","02/17/2020","02",11501.0
"D","02/17/2020","03",11674.04
"D","02/17/2020","04",11560.39
"D","02/17/2020","05",11914.36
"D","02/17/2020","06",12356.43
"D","02/17/2020","07",13326.16
"D","02/17/2020","08",13863.74
"D","02/17/2020","09",13462.76
"D","02/17/2020","10",13128.13
"D","02/17/2020","11",12761.28
"D","02/17/2020","12",12710.74
"D","02/17/2020","13",12510.29
"D","02/17/2020","14",12686.82
"D","02/17/2020","15",12838.45
"D","02/17/2020","16",13331.5
"D","02/17/2020","17",14231.61
"D","02/17/2020","18",15380.54
"D","02/17/2020","19",15833.37
"D","02/17/2020","20",15465.48
"D","02/17/2020","21",14913.59
"D","02/17/2020","22",14096.1
"D","02/17/2020","23",13077.04
"D","02/17/2020","24",12238.9
"D","02/18/2020","01",11677.59
"D","02/18/2020","02",11625.2
"D","02/18/2020","03",11514.41
"D","02/18/2020","04",11838.47
"D","02/18/2020","05",12215.72
"D","02/18/2020","06",12723.78
"D","02/18/2020","07",14086.2
"D","02/18/2020","08",14988.22
"D","02/18/2020","09",15277.71
"D","02/18/2020","10",15316.84
"D","02/18/2020","11",15523.59
"D","02/18/2020","12",15673.84
"D","02/18/2020","13",15691.96
"D","02/18/2020","14",15773.12
"D","02/18/2020","15",15766.93
"D","02/18/2020","16",15779.58
"D","02/18/2020","17",16082.01
"D","02/18/2020","18",16668.69
"D","02/18/2020","19",16541.8
"D","02/18/2020","20",16010.99
"D","02/18/2020","21",15239.59
"D","02/18/2020","22",14274.03
"D","02/18/2020","23",13573.74
"D","02/18/2020","24",13104.1
"D","02/19/2020","01",12214.52
"D","02/19/2020","02",11812.67
"D","02/19/2020","03",11619.52
"D","02/19/2020","04",11610.94
"D","02/19/2020","05",11938.88
"D","02/19/2020","06",12372.18
"D","02/19/2020","07",13594.53
"D","02/19/2020","08",14352.66
"D","02/19/2020","09",13911.01
"D","02/19/2020","10",13199.74
"D","02/19/2020","11",12913.99
"D","02/19/2020","12",12778.38
"D","02/19/2020","13",12301.66
"D","02/19/2020","14",12413.16
"D","02/19/2020","15",12364.36
"D","02/19/2020","16",13006.62
"D","02/19/2020","17",14254.38
"D","02/19/2020","18",15638.63
"D","02/19/2020","19",16214.11
"D","02/19/2020","20",15913.58
"D","02/19/2020","21",15399.01
"D","02/19/2020","22",14584.95
"D","02/19/2020","23",13526.98
"D","02/19/2020","24",12801.5
"D","02/20/2020","01",12476.52
"D","02/20/2020","02",12050.03
"D","02/20/2020","03",11935.52
"D","02/20/2020","04",12029.81
"D","02/20/2020","05",12440.38
"D","02/20/2020","06",13228.9
