"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200331_20200414.csv"
"C","Report for: 03/31/2020 - 04/14/2020"
"C","Report generated: 06/18/2021 11:43:39 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","03/31/2020","01",10984.18
"D","03/31/2020","02",10733.79
"D","03/31/2020","03",10727.71
"D","03/31/2020","04",10717.17
"D","03/31/2020","05",10959.5
"D","03/31/2020","06",11406.73
"D","03/31/2020","07",12199.23
"D","03/31/2020","08",12653.55
"D","03/31/2020","09",12863.55
"D","03/31/2020","10",12675.28
"D","03/31/2020","11",12311.11
"D","03/31/2020","12",11879.17
"D","03/31/2020","13",11787.95
"D","03/31/2020","14",11572.8
"D","03/31/2020","15",11547.57
"D","03/31/2020","16",11440.48
"D","03/31/2020","17",11798.3
"D","03/31/2020","18",12842.29
"D","03/31/2020","19",13201.38
"D","03/31/2020","20",13705.94
"D","03/31/2020","21",13455.07
"D","03/31/2020","22",12721.52
"D","03/31/2020","23",11928.5
"D","03/31/2020","24",11307.01
"D","04/01/2020","01",10792.95
"D","04/01/2020","02",10444.66
"D","04/01/2020","03",10493.86
"D","04/01/2020","04",10548.68
"D","04/01/2020","05",10745.41
"D","04/01/2020","06",11123.86
"D","04/01/2020","07",11987.66
"D","04/01/2020","08",12583.98
"D","04/01/2020","09",12494.25
"D","04/01/2020","10",11948.24
"D","04/01/2020","11",11578.21
"D","04/01/2020","12",11639.99
"D","04/01/2020","13",11828.82
"D","04/01/2020","14",11807.65
"D","04/01/2020","15",11686.22
"D","04/01/2020","16",11680.61
"D","04/01/2020","17",12059.42
"D","04/01/2020","18",12832.38
"D","04/01/2020","19",13280.26
"D","04/01/2020","20",13644.45
"D","04/01/2020","21",13325.38
"D","04/01/2020","22",12546.69
"D","04/01/2020","23",11651.93
"D","04/01/2020","24",11027.72
"D","04/02/2020","01",10605.84
"D","04/02/2020","02",10163.16
"D","04/02/2020","03",10020.56
"D","04/02/2020","04",10010.3
"D","04/02/2020","05",10448.2
"D","04/02/2020","06",10959.01
"D","04/02/2020","07",11546.96
"D","04/02/2020","08",12324.72
"D","04/02/2020","09",12737.78
"D","04/02/2020","10",12604.32
"D","04/02/2020","11",12269.42
"D","04/02/2020","12",11963.32
"D","04/02/2020","13",12093.56
"D","04/02/2020","14",12314.75
"D","04/02/2020","15",12313.67
"D","04/02/2020","16",12476.57
"D","04/02/2020","17",12941.03
"D","04/02/2020","18",13605.59
"D","04/02/2020","19",13852.88
"D","04/02/2020","20",13871.89
"D","04/02/2020","21",13425.15
"D","04/02/2020","22",12667.06
"D","04/02/2020","23",11791.87
"D","04/02/2020","24",11130.87
"D","04/03/2020","01",11131.72
"D","04/03/2020","02",10761.63
"D","04/03/2020","03",10659.45
"D","04/03/2020","04",10748.77
"D","04/03/2020","05",10930.36
"D","04/03/2020","06",11465.47
"D","04/03/2020","07",12161.4
"D","04/03/2020","08",12485.4
"D","04/03/2020","09",12919.12
"D","04/03/2020","10",13291.64
"D","04/03/2020","11",13507.25
"D","04/03/2020","12",13543.13
"D","04/03/2020","13",13607.66
"D","04/03/2020","14",13436.63
"D","04/03/2020","15",13167.58
"D","04/03/2020","16",12997.54
"D","04/03/2020","17",13184.0
"D","04/03/2020","18",13560.82
"D","04/03/2020","19",13638.11
"D","04/03/2020","20",13610.2
"D","04/03/2020","21",13176.42
"D","04/03/2020","22",12406.71
"D","04/03/2020","23",11798.9
"D","04/03/2020","24",10811.53
"D","04/04/2020","01",10385.73
"D","04/04/2020","02",9998.36
"D","04/04/2020","03",9793.96
"D","04/04/2020","04",9672.33
"D","04/04/2020","05",9959.88
"D","04/04/2020","06",9807.5
"D","04/04/2020","07",10220.65
"D","04/04/2020","08",10637.45
"D","04/04/2020","09",11083.82
"D","04/04/2020","10",11401.12
"D","04/04/2020","11",11356.73
"D","04/04/2020","12",11104.43
"D","04/04/2020","13",10718.56
"D","04/04/2020","14",10291.01
"D","04/04/2020","15",10158.67
"D","04/04/2020","16",10482.6
"D","04/04/2020","17",10698.56
"D","04/04/2020","18",11532.82
"D","04/04/2020","19",12304.95
"D","04/04/2020","20",12752.74
"D","04/04/2020","21",12491.98
"D","04/04/2020","22",11799.94
"D","04/04/2020","23",11066.02
"D","04/04/2020","24",10337.88
