"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200515_20200529.csv"
"C","Report for: 05/15/2020 - 05/29/2020"
"C","Report generated: 06/18/2021 11:44:11 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","05/15/2020","01",9178.55
"D","05/15/2020","02",9028.7
"D","05/15/2020","03",8872.84
"D","05/15/2020","04",8834.5
"D","05/15/2020","05",8967.1
"D","05/15/2020","06",9180.51
"D","05/15/2020","07",9886.46
"D","05/15/2020","08",10662.93
"D","05/15/2020","09",11131.89
"D","05/15/2020","10",10969.34
"D","05/15/2020","11",10850.38
"D","05/15/2020","12",10694.82
"D","05/15/2020","13",10773.06
"D","05/15/2020","14",10821.59
"D","05/15/2020","15",10864.94
"D","05/15/2020","16",11235.8
"D","05/15/2020","17",11759.3
"D","05/15/2020","18",12454.83
"D","05/15/2020","19",12708.74
"D","05/15/2020","20",12673.84
"D","05/15/2020","21",12590.95
"D","05/15/2020","22",11997.12
"D","05/15/2020","23",11185.47
"D","05/15/2020","24",10347.21
"D","05/16/2020","01",9713.32
"D","05/16/2020","02",9513.82
"D","05/16/2020","03",9211.82
"D","05/16/2020","04",9067.77
"D","05/16/2020","05",9287.32
"D","05/16/2020","06",9397.8
"D","05/16/2020","07",9548.34
"D","05/16/2020","08",9226.52
"D","05/16/2020","09",9399.01
"D","05/16/2020","10",9586.94
"D","05/16/2020","11",9585.21
"D","05/16/2020","12",9965.23
"D","05/16/2020","13",9838.59
"D","05/16/2020","14",9427.73
"D","05/16/2020","15",9491.96
"D","05/16/2020","16",9562.24
"D","05/16/2020","17",10049.41
"D","05/16/2020","18",10845.43
"D","05/16/2020","19",11470.94
"D","05/16/2020","20",11637.51
"D","05/16/2020","21",11725.32
"D","05/16/2020","22",11250.92
"D","05/16/2020","23",10469.78
"D","05/16/2020","24",9839.81
"D","05/17/2020","01",9327.24
"D","05/17/2020","02",8908.69
"D","05/17/2020","03",8651.26
"D","05/17/2020","04",8599.53
"D","05/17/2020","05",8839.6
"D","05/17/2020","06",8886.03
"D","05/17/2020","07",9010.38
"D","05/17/2020","08",9242.22
"D","05/17/2020","09",9440.93
"D","05/17/2020","10",9545.17
"D","05/17/2020","11",9493.14
"D","05/17/2020","12",9464.58
"D","05/17/2020","13",9170.14
"D","05/17/2020","14",9145.72
"D","05/17/2020","15",9231.15
"D","05/17/2020","16",9563.58
"D","05/17/2020","17",10147.0
"D","05/17/2020","18",11018.29
"D","05/17/2020","19",11511.95
"D","05/17/2020","20",11663.98
"D","05/17/2020","21",11788.94
"D","05/17/2020","22",11215.57
"D","05/17/2020","23",10366.53
"D","05/17/2020","24",9881.43
"D","05/18/2020","01",9470.82
"D","05/18/2020","02",9078.05
"D","05/18/2020","03",8887.66
"D","05/18/2020","04",9059.67
"D","05/18/2020","05",9126.72
"D","05/18/2020","06",9278.12
"D","05/18/2020","07",10078.96
"D","05/18/2020","08",10834.39
"D","05/18/2020","09",11467.72
"D","05/18/2020","10",11748.22
"D","05/18/2020","11",11788.44
"D","05/18/2020","12",11682.98
"D","05/18/2020","13",11608.99
"D","05/18/2020","14",11508.14
"D","05/18/2020","15",11344.65
"D","05/18/2020","16",11192.5
"D","05/18/2020","17",11300.84
"D","05/18/2020","18",11826.49
"D","05/18/2020","19",12145.42
"D","05/18/2020","20",12184.5
"D","05/18/2020","21",12272.35
"D","05/18/2020","22",11685.84
"D","05/18/2020","23",10756.64
"D","05/18/2020","24",9871.01
"D","05/19/2020","01",9557.31
"D","05/19/2020","02",9394.08
"D","05/19/2020","03",9169.76
"D","05/19/2020","04",9097.92
"D","05/19/2020","05",9294.03
"D","05/19/2020","06",9734.61
"D","05/19/2020","07",10188.71
"D","05/19/2020","08",10361.35
"D","05/19/2020","09",10262.22
"D","05/19/2020","10",9937.33
"D","05/19/2020","11",9726.71
"D","05/19/2020","12",9683.87
"D","05/19/2020","13",9718.33
"D","05/19/2020","14",9693.88
"D","05/19/2020","15",9824.52
"D","05/19/2020","16",9898.83
"D","05/19/2020","17",10347.7
"D","05/19/2020","18",11349.36
"D","05/19/2020","19",11974.14
"D","05/19/2020","20",12090.86
"D","05/19/2020","21",12192.4
"D","05/19/2020","22",11614.84
"D","05/19/2020","23",10695.73
"D","05/19/2020","24",9788.31
"D","05/20/2020","01",9187.97
"D","05/20/2020","02",8980.97
"D","05/20/2020","03",8877.78
"D","05/20/2020","04",8863.59
"D","05/20/2020","05",9071.5
"D","05/20/2020","06",9454.33
"D","05/20/2020","07",9978.95
"D","05/20/2020","08",10410.97
"D","05/20/2020","09",10408.46
"D","05/20/2020","10",10297.63
"D","05/20/2020","11",10082.85
"D","05/20/2020","12",10028.44
"D","05/20/2020","13",10029.01
"D","05/20/2020","14",10003.37
"D","05/20/2020","15",9951.87
"D","05/20/2020","16",10126.11
"D","05/20/2020","17",10587.79
"D","05/20/2020","18",11397.91
"D","05/20/2020","19",12081.1
"D","05/20/2020","20",12216.47
"D","05/20/2020","21",12249.32
"D","05/20/2020","22",11733.82
"D","05/20/2020","23",10787.91
"D","05/20/2020","24",9869.87
"D","05/21/2020","01",9457.02
"D","05/21/2020","02",9422.28
"D","05/21/2020","03",9513.36
"D","05/21/2020","04",9487.72
"D","05/21/2020","05",9459.7
"D","05/21/2020","06",9722.53
"D","05/21/2020","07",10166.08
"D","05/21/2020","08",10503.7
"D","05/21/2020","09",10478.49
"D","05/21/2020","10",10176.6
"D","05/21/2020","11",10224.49
"D","05/21/2020","12",10245.09
"D","05/21/2020","13",10622.54
"D","05/21/2020","14",10910.08
"D","05/21/2020","15",10748.56
"D","05/21/2020","16",10541.51
"D","05/21/2020","17",10875.96
"D","05/21/2020","18",11787.12
"D","05/21/2020","19",12391.43
"D","05/21/2020","20",12449.28
"D","05/21/2020","21",12473.11
"D","05/21/2020","22",11984.33
"D","05/21/2020","23",11016.09
"D","05/21/2020","24",10299.71
"D","05/22/2020","01",9882.11
"D","05/22/2020","02",9569.37
"D","05/22/2020","03",9541.28
"D","05/22/2020","04",9452.72
"D","05/22/2020","05",9330.58
"D","05/22/2020","06",9696.61
"D","05/22/2020","07",10374.3
"D","05/22/2020","08",10892.59
"D","05/22/2020","09",10822.26
"D","05/22/2020","10",10936.76
"D","05/22/2020","11",10724.16
"D","05/22/2020","12",10905.31
"D","05/22/2020","13",10972.42
"D","05/22/2020","14",10807.02
"D","05/22/2020","15",11128.48
"D","05/22/2020","16",11211.64
"D","05/22/2020","17",11901.92
"D","05/22/2020","18",12755.55
"D","05/22/2020","19",13200.71
"D","05/22/2020","20",13186.47
"D","05/22/2020","21",13155.98
"D","05/22/2020","22",12726.71
"D","05/22/2020","23",11812.03
"D","05/22/2020","24",10868.38
"D","05/23/2020","01",10110.13
"D","05/23/2020","02",9593.34
"D","05/23/2020","03",9291.27
"D","05/23/2020","04",9391.67
"D","05/23/2020","05",9401.21
"D","05/23/2020","06",9456.35
"D","05/23/2020","07",9928.41
"D","05/23/2020","08",10182.42
"D","05/23/2020","09",10287.9
"D","05/23/2020","10",10495.02
"D","05/23/2020","11",10539.05
"D","05/23/2020","12",10660.42
"D","05/23/2020","13",10783.07
"D","05/23/2020","14",10701.59
"D","05/23/2020","15",10396.88
"D","05/23/2020","16",10471.7
"D","05/23/2020","17",10740.66
"D","05/23/2020","18",11205.24
"D","05/23/2020","19",11442.01
"D","05/23/2020","20",11501.55
"D","05/23/2020","21",11539.38
"D","05/23/2020","22",11127.65
"D","05/23/2020","23",10418.44
"D","05/23/2020","24",10111.04
"D","05/24/2020","01",9531.48
"D","05/24/2020","02",9121.92
"D","05/24/2020","03",9156.57
"D","05/24/2020","04",9044.28
"D","05/24/2020","05",9066.41
"D","05/24/2020","06",9092.69
"D","05/24/2020","07",9149.92
"D","05/24/2020","08",9066.98
"D","05/24/2020","09",8849.79
"D","05/24/2020","10",8717.4
"D","05/24/2020","11",8773.54
"D","05/24/2020","12",8871.3
"D","05/24/2020","13",8591.8
"D","05/24/2020","14",8503.16
"D","05/24/2020","15",8543.15
"D","05/24/2020","16",8867.06
"D","05/24/2020","17",9566.61
"D","05/24/2020","18",10514.02
"D","05/24/2020","19",11055.13
"D","05/24/2020","20",11252.21
"D","05/24/2020","21",11418.62
"D","05/24/2020","22",11080.73
"D","05/24/2020","23",10341.47
"D","05/24/2020","24",9708.16
"D","05/25/2020","01",9227.22
"D","05/25/2020","02",8830.62
"D","05/25/2020","03",8615.22
"D","05/25/2020","04",8513.84
"D","05/25/2020","05",8599.43
"D","05/25/2020","06",8747.36
"D","05/25/2020","07",9032.96
"D","05/25/2020","08",9328.96
"D","05/25/2020","09",9678.04
"D","05/25/2020","10",10201.43
"D","05/25/2020","11",10526.84
"D","05/25/2020","12",10637.58
"D","05/25/2020","13",10703.72
"D","05/25/2020","14",10458.28
"D","05/25/2020","15",10170.9
"D","05/25/2020","16",10231.09
"D","05/25/2020","17",10724.22
"D","05/25/2020","18",11450.69
"D","05/25/2020","19",11886.19
"D","05/25/2020","20",11995.1
"D","05/25/2020","21",12083.03
"D","05/25/2020","22",11611.61
"D","05/25/2020","23",10695.93
"D","05/25/2020","24",9819.33
"D","05/26/2020","01",9228.8
"D","05/26/2020","02",8804.05
"D","05/26/2020","03",8788.22
"D","05/26/2020","04",8800.04
"D","05/26/2020","05",9232.0
"D","05/26/2020","06",9504.81
"D","05/26/2020","07",10301.19
"D","05/26/2020","08",11139.13
"D","05/26/2020","09",11643.91
"D","05/26/2020","10",11446.94
"D","05/26/2020","11",11247.23
"D","05/26/2020","12",11363.38
"D","05/26/2020","13",11655.72
"D","05/26/2020","14",12057.59
"D","05/26/2020","15",12590.69
"D","05/26/2020","16",13012.16
"D","05/26/2020","17",13410.54
"D","05/26/2020","18",14242.55
"D","05/26/2020","19",14677.26
"D","05/26/2020","20",14571.78
"D","05/26/2020","21",14384.98
"D","05/26/2020","22",13842.95
"D","05/26/2020","23",12698.53
"D","05/26/2020","24",11561.69
"D","05/27/2020","01",10942.4
"D","05/27/2020","02",10551.47
"D","05/27/2020","03",10290.22
"D","05/27/2020","04",10116.13
"D","05/27/2020","05",10442.97
"D","05/27/2020","06",10500.76
"D","05/27/2020","07",11271.52
"D","05/27/2020","08",12124.76
"D","05/27/2020","09",12437.46
"D","05/27/2020","10",12438.64
"D","05/27/2020","11",12579.74
"D","05/27/2020","12",12883.71
"D","05/27/2020","13",13194.31
"D","05/27/2020","14",13659.72
"D","05/27/2020","15",14099.43
"D","05/27/2020","16",14664.12
"D","05/27/2020","17",15317.5
"D","05/27/2020","18",15943.4
"D","05/27/2020","19",16080.83
"D","05/27/2020","20",15769.52
"D","05/27/2020","21",15502.8
"D","05/27/2020","22",14791.86
"D","05/27/2020","23",13582.96
"D","05/27/2020","24",12466.71
"D","05/28/2020","01",11740.03
"D","05/28/2020","02",11399.03
"D","05/28/2020","03",11269.53
"D","05/28/2020","04",11089.58
"D","05/28/2020","05",11267.72
"D","05/28/2020","06",11353.24
"D","05/28/2020","07",12261.4
"D","05/28/2020","08",12988.41
"D","05/28/2020","09",13621.04
"D","05/28/2020","10",13753.6
"D","05/28/2020","11",13993.75
"D","05/28/2020","12",14252.94
"D","05/28/2020","13",14600.18
"D","05/28/2020","14",14893.73
"D","05/28/2020","15",15002.2
"D","05/28/2020","16",15137.09
"D","05/28/2020","17",15379.58
"D","05/28/2020","18",15737.02
"D","05/28/2020","19",15706.78
"D","05/28/2020","20",15497.55
"D","05/28/2020","21",15290.63
