"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200415_20200429.csv"
"C","Report for: 04/15/2020 - 04/29/2020"
"C","Report generated: 06/18/2021 11:43:50 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","04/15/2020","01",9801.15
"D","04/15/2020","02",9691.08
"D","04/15/2020","03",9811.76
"D","04/15/2020","04",9796.56
"D","04/15/2020","05",9950.55
"D","04/15/2020","06",10100.86
"D","04/15/2020","07",10756.99
"D","04/15/2020","08",11606.1
"D","04/15/2020","09",12001.83
"D","04/15/2020","10",11727.07
"D","04/15/2020","11",11422.93
"D","04/15/2020","12",11185.92
"D","04/15/2020","13",10948.35
"D","04/15/2020","14",10699.68
"D","04/15/2020","15",10249.74
"D","04/15/2020","16",10260.27
"D","04/15/2020","17",10641.15
"D","04/15/2020","18",11664.83
"D","04/15/2020","19",12403.28
"D","04/15/2020","20",12831.89
"D","04/15/2020","21",12809.55
"D","04/15/2020","22",12161.17
"D","04/15/2020","23",11337.99
"D","04/15/2020","24",10566.26
"D","04/16/2020","01",10236.13
"D","04/16/2020","02",10268.11
"D","04/16/2020","03",10066.84
"D","04/16/2020","04",10037.01
"D","04/16/2020","05",10258.24
"D","04/16/2020","06",10648.66
"D","04/16/2020","07",11236.6
"D","04/16/2020","08",11900.47
"D","04/16/2020","09",11987.14
"D","04/16/2020","10",11591.84
"D","04/16/2020","11",11538.51
"D","04/16/2020","12",11675.77
"D","04/16/2020","13",12027.77
"D","04/16/2020","14",11728.41
"D","04/16/2020","15",11477.13
"D","04/16/2020","16",11409.08
"D","04/16/2020","17",11639.07
"D","04/16/2020","18",12202.06
"D","04/16/2020","19",12789.7
"D","04/16/2020","20",13208.53
"D","04/16/2020","21",13192.92
"D","04/16/2020","22",12511.8
"D","04/16/2020","23",11650.92
"D","04/16/2020","24",11001.85
"D","04/17/2020","01",10542.75
"D","04/17/2020","02",10213.95
"D","04/17/2020","03",10071.7
"D","04/17/2020","04",10088.11
"D","04/17/2020","05",10330.94
"D","04/17/2020","06",10788.64
"D","04/17/2020","07",11496.28
"D","04/17/2020","08",11826.47
"D","04/17/2020","09",11543.42
"D","04/17/2020","10",11301.2
"D","04/17/2020","11",11080.08
"D","04/17/2020","12",10730.83
"D","04/17/2020","13",10594.37
"D","04/17/2020","14",10526.41
"D","04/17/2020","15",10497.56
"D","04/17/2020","16",10846.53
"D","04/17/2020","17",11259.87
"D","04/17/2020","18",12067.14
"D","04/17/2020","19",12567.88
"D","04/17/2020","20",12872.2
"D","04/17/2020","21",12710.89
"D","04/17/2020","22",12023.36
"D","04/17/2020","23",11255.55
"D","04/17/2020","24",10475.87
"D","04/18/2020","01",9917.81
"D","04/18/2020","02",9582.02
"D","04/18/2020","03",9668.65
"D","04/18/2020","04",9635.98
"D","04/18/2020","05",9749.56
"D","04/18/2020","06",10054.26
"D","04/18/2020","07",10246.52
"D","04/18/2020","08",10828.31
"D","04/18/2020","09",11550.75
"D","04/18/2020","10",12067.95
"D","04/18/2020","11",12321.63
"D","04/18/2020","12",12567.7
"D","04/18/2020","13",12655.67
"D","04/18/2020","14",12574.79
"D","04/18/2020","15",12404.75
"D","04/18/2020","16",12269.42
"D","04/18/2020","17",12430.9
"D","04/18/2020","18",12816.71
"D","04/18/2020","19",12967.36
"D","04/18/2020","20",13023.64
"D","04/18/2020","21",12806.04
"D","04/18/2020","22",12191.51
"D","04/18/2020","23",11482.14
"D","04/18/2020","24",10779.77
"D","04/19/2020","01",10227.79
"D","04/19/2020","02",9867.36
"D","04/19/2020","03",9670.77
"D","04/19/2020","04",9713.82
"D","04/19/2020","05",10002.76
"D","04/19/2020","06",9967.05
"D","04/19/2020","07",10145.04
"D","04/19/2020","08",10084.98
"D","04/19/2020","09",9824.51
"D","04/19/2020","10",9676.64
"D","04/19/2020","11",9772.9
"D","04/19/2020","12",9658.46
"D","04/19/2020","13",9443.16
"D","04/19/2020","14",9223.58
"D","04/19/2020","15",9153.89
"D","04/19/2020","16",9469.41
"D","04/19/2020","17",10087.09
"D","04/19/2020","18",10953.61
"D","04/19/2020","19",11744.73
"D","04/19/2020","20",12104.46
"D","04/19/2020","21",11995.78
"D","04/19/2020","22",11285.25
"D","04/19/2020","23",10507.57
"D","04/19/2020","24",9784.2
"D","04/20/2020","01",9731.99
"D","04/20/2020","02",9658.17
"D","04/20/2020","03",9664.13
"D","04/20/2020","04",9788.03
"D","04/20/2020","05",10022.13
"D","04/20/2020","06",10416.79
"D","04/20/2020","07",10706.78
"D","04/20/2020","08",10973.7
"D","04/20/2020","09",11304.86
"D","04/20/2020","10",11340.85
"D","04/20/2020","11",11266.24
"D","04/20/2020","12",11392.44
"D","04/20/2020","13",11462.06
"D","04/20/2020","14",11110.43
"D","04/20/2020","15",10395.23
"D","04/20/2020","16",10468.64
"D","04/20/2020","17",10992.74
"D","04/20/2020","18",11770.69
"D","04/20/2020","19",12297.78
"D","04/20/2020","20",12620.03
"D","04/20/2020","21",12633.63
"D","04/20/2020","22",11972.15
"D","04/20/2020","23",11183.46
"D","04/20/2020","24",10412.24
"D","04/21/2020","01",9910.34
"D","04/21/2020","02",9604.17
"D","04/21/2020","03",9731.52
"D","04/21/2020","04",9762.06
"D","04/21/2020","05",10013.34
"D","04/21/2020","06",10460.69
"D","04/21/2020","07",11142.28
"D","04/21/2020","08",11578.01
"D","04/21/2020","09",11507.94
"D","04/21/2020","10",11446.95
"D","04/21/2020","11",11900.71
"D","04/21/2020","12",12534.94
