"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200729_20200812.csv"
"C","Report for: 07/29/2020 - 08/12/2020"
"C","Report generated: 06/18/2021 11:45:05 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","07/29/2020","01",16553.13
"D","07/29/2020","02",15541.08
"D","07/29/2020","03",14820.22
"D","07/29/2020","04",14455.29
"D","07/29/2020","05",14427.91
"D","07/29/2020","06",14716.36
"D","07/29/2020","07",15049.89
"D","07/29/2020","08",15988.74
"D","07/29/2020","09",16376.35
"D","07/29/2020","10",17089.66
"D","07/29/2020","11",17862.7
"D","07/29/2020","12",18913.34
"D","07/29/2020","13",19834.12
"D","07/29/2020","14",20570.71
"D","07/29/2020","15",21142.81
"D","07/29/2020","16",21473.73
"D","07/29/2020","17",22011.46
"D","07/29/2020","18",22592.41
"D","07/29/2020","19",22549.69
"D","07/29/2020","20",21775.26
"D","07/29/2020","21",21028.2
"D","07/29/2020","22",19962.54
"D","07/29/2020","23",18337.39
"D","07/29/2020","24",16781.2
"D","07/30/2020","01",15623.57
"D","07/30/2020","02",15104.27
"D","07/30/2020","03",14810.64
"D","07/30/2020","04",14686.54
"D","07/30/2020","05",14696.3
"D","07/30/2020","06",15186.25
"D","07/30/2020","07",15554.64
"D","07/30/2020","08",16390.92
"D","07/30/2020","09",17095.15
"D","07/30/2020","10",17623.95
"D","07/30/2020","11",18481.19
"D","07/30/2020","12",19537.8
"D","07/30/2020","13",20563.29
"D","07/30/2020","14",21105.57
"D","07/30/2020","15",21646.55
"D","07/30/2020","16",22012.97
"D","07/30/2020","17",22078.41
"D","07/30/2020","18",22033.08
"D","07/30/2020","19",21456.85
"D","07/30/2020","20",20727.48
"D","07/30/2020","21",20215.26
"D","07/30/2020","22",19221.57
"D","07/30/2020","23",17681.3
"D","07/30/2020","24",16158.66
"D","07/31/2020","01",15038.31
"D","07/31/2020","02",14730.1
"D","07/31/2020","03",14394.0
"D","07/31/2020","04",14257.64
"D","07/31/2020","05",14196.12
"D","07/31/2020","06",14316.53
