"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200714_20200728.csv"
"C","Report for: 07/14/2020 - 07/28/2020"
"C","Report generated: 06/18/2021 11:44:56 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","07/14/2020","01",13918.02
"D","07/14/2020","02",13568.96
"D","07/14/2020","03",13370.39
"D","07/14/2020","04",13288.44
"D","07/14/2020","05",13311.49
"D","07/14/2020","06",13689.72
"D","07/14/2020","07",14530.2
"D","07/14/2020","08",14779.17
"D","07/14/2020","09",15399.33
"D","07/14/2020","10",15813.5
"D","07/14/2020","11",16209.92
"D","07/14/2020","12",16610.44
"D","07/14/2020","13",17215.77
"D","07/14/2020","14",17747.31
"D","07/14/2020","15",17822.76
"D","07/14/2020","16",17980.51
"D","07/14/2020","17",18250.76
"D","07/14/2020","18",18278.4
"D","07/14/2020","19",18036.34
"D","07/14/2020","20",17462.67
"D","07/14/2020","21",16912.66
"D","07/14/2020","22",16172.84
"D","07/14/2020","23",14892.34
"D","07/14/2020","24",13882.98
"D","07/15/2020","01",12932.09
"D","07/15/2020","02",12277.98
"D","07/15/2020","03",12323.59
"D","07/15/2020","04",12121.79
"D","07/15/2020","05",11967.7
"D","07/15/2020","06",12177.14
"D","07/15/2020","07",12951.09
"D","07/15/2020","08",13633.83
"D","07/15/2020","09",14237.77
"D","07/15/2020","10",14561.83
"D","07/15/2020","11",14785.68
"D","07/15/2020","12",14978.26
"D","07/15/2020","13",15125.15
"D","07/15/2020","14",15364.78
"D","07/15/2020","15",15399.33
"D","07/15/2020","16",15516.33
"D","07/15/2020","17",15986.43
"D","07/15/2020","18",16613.57
"D","07/15/2020","19",16822.64
"D","07/15/2020","20",16405.73
"D","07/15/2020","21",15913.35
"D","07/15/2020","22",15302.11
"D","07/15/2020","23",14134.51
"D","07/15/2020","24",13124.72
"D","07/16/2020","01",12419.27
"D","07/16/2020","02",12341.78
"D","07/16/2020","03",11927.79
"D","07/16/2020","04",11703.12
"D","07/16/2020","05",11762.14
"D","07/16/2020","06",11925.38
"D","07/16/2020","07",12455.27
"D","07/16/2020","08",13046.84
"D","07/16/2020","09",13298.44
"D","07/16/2020","10",13435.49
"D","07/16/2020","11",13607.17
"D","07/16/2020","12",13853.76
"D","07/16/2020","13",14277.11
"D","07/16/2020","14",14690.94
"D","07/16/2020","15",15091.7
"D","07/16/2020","16",15448.8
"D","07/16/2020","17",15921.82
"D","07/16/2020","18",16215.32
"D","07/16/2020","19",16096.22
"D","07/16/2020","20",15586.27
"D","07/16/2020","21",15227.61
"D","07/16/2020","22",14630.78
"D","07/16/2020","23",13475.79
"D","07/16/2020","24",12331.32
