"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200629_20200713.csv"
"C","Report for: 06/29/2020 - 07/13/2020"
"C","Report generated: 06/18/2021 11:44:45 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","06/29/2020","01",12261.98
"D","06/29/2020","02",12115.79
"D","06/29/2020","03",12269.48
"D","06/29/2020","04",12120.39
"D","06/29/2020","05",12264.97
"D","06/29/2020","06",12529.06
"D","06/29/2020","07",12818.22
"D","06/29/2020","08",13787.61
"D","06/29/2020","09",14612.38
"D","06/29/2020","10",15184.61
"D","06/29/2020","11",15493.7
"D","06/29/2020","12",15795.42
"D","06/29/2020","13",16170.41
"D","06/29/2020","14",16389.74
"D","06/29/2020","15",16524.33
"D","06/29/2020","16",16432.33
"D","06/29/2020","17",16138.54
"D","06/29/2020","18",16188.11
"D","06/29/2020","19",16067.84
"D","06/29/2020","20",15689.05
"D","06/29/2020","21",15291.17
"D","06/29/2020","22",14647.71
"D","06/29/2020","23",13579.28
"D","06/29/2020","24",12479.32
"D","06/30/2020","01",11929.93
"D","06/30/2020","02",11679.27
"D","06/30/2020","03",11809.45
"D","06/30/2020","04",11854.69
"D","06/30/2020","05",11980.34
"D","06/30/2020","06",12125.74
"D","06/30/2020","07",12234.35
"D","06/30/2020","08",13078.7
"D","06/30/2020","09",13834.09
"D","06/30/2020","10",14197.57
"D","06/30/2020","11",14440.17
"D","06/30/2020","12",14682.18
"D","06/30/2020","13",14844.43
"D","06/30/2020","14",14897.33
"D","06/30/2020","15",14945.0
"D","06/30/2020","16",15072.22
"D","06/30/2020","17",15414.73
"D","06/30/2020","18",15792.05
"D","06/30/2020","19",15741.7
"D","06/30/2020","20",15373.48
"D","06/30/2020","21",15043.63
"D","06/30/2020","22",14523.17
"D","06/30/2020","23",13475.42
"D","06/30/2020","24",12389.3
"D","07/01/2020","01",11555.14
"D","07/01/2020","02",11013.88
"D","07/01/2020","03",10871.25
"D","07/01/2020","04",10711.82
"D","07/01/2020","05",10832.12
"D","07/01/2020","06",11200.2
"D","07/01/2020","07",11921.39
"D","07/01/2020","08",12822.52
"D","07/01/2020","09",13588.83
"D","07/01/2020","10",14108.27
"D","07/01/2020","11",14467.6
"D","07/01/2020","12",14804.53
"D","07/01/2020","13",15170.7
"D","07/01/2020","14",15688.58
"D","07/01/2020","15",16055.56
"D","07/01/2020","16",16252.66
"D","07/01/2020","17",16461.23
"D","07/01/2020","18",16740.65
"D","07/01/2020","19",16605.33
"D","07/01/2020","20",16148.4
"D","07/01/2020","21",15755.71
"D","07/01/2020","22",15201.3
"D","07/01/2020","23",14048.69
"D","07/01/2020","24",12805.84
"D","07/02/2020","01",11842.46
"D","07/02/2020","02",11251.32
"D","07/02/2020","03",11023.3
"D","07/02/2020","04",10766.63
"D","07/02/2020","05",10607.53
"D","07/02/2020","06",11004.17
"D","07/02/2020","07",11844.91
"D","07/02/2020","08",12821.04
"D","07/02/2020","09",13525.9
"D","07/02/2020","10",14053.99
"D","07/02/2020","11",14683.92
"D","07/02/2020","12",15482.52
"D","07/02/2020","13",16282.51
"D","07/02/2020","14",17135.19
"D","07/02/2020","15",17917.57
"D","07/02/2020","16",18728.66
"D","07/02/2020","17",19582.43
"D","07/02/2020","18",20322.94
"D","07/02/2020","19",20413.43
"D","07/02/2020","20",19777.11
"D","07/02/2020","21",19046.96
"D","07/02/2020","22",18164.03
"D","07/02/2020","23",16696.7
"D","07/02/2020","24",15225.72
"D","07/03/2020","01",14056.27
"D","07/03/2020","02",13220.81
"D","07/03/2020","03",12694.69
"D","07/03/2020","04",12588.82
"D","07/03/2020","05",12581.63
"D","07/03/2020","06",12725.8
"D","07/03/2020","07",13139.02
"D","07/03/2020","08",13506.64
"D","07/03/2020","09",14085.69
"D","07/03/2020","10",14638.78
"D","07/03/2020","11",15012.49
"D","07/03/2020","12",15374.16
"D","07/03/2020","13",15506.96
"D","07/03/2020","14",15514.29
"D","07/03/2020","15",15675.84
"D","07/03/2020","16",15652.3
"D","07/03/2020","17",15641.03
"D","07/03/2020","18",15637.6
"D","07/03/2020","19",15357.96
"D","07/03/2020","20",14881.43
"D","07/03/2020","21",14541.59
"D","07/03/2020","22",14091.99
"D","07/03/2020","23",13197.34
"D","07/03/2020","24",12220.11
"D","07/04/2020","01",11569.69
"D","07/04/2020","02",11168.14
"D","07/04/2020","03",11145.01
"D","07/04/2020","04",10997.46
"D","07/04/2020","05",11158.93
"D","07/04/2020","06",11182.42
"D","07/04/2020","07",11191.38
"D","07/04/2020","08",11593.0
"D","07/04/2020","09",12111.72
"D","07/04/2020","10",12051.74
"D","07/04/2020","11",12351.12
"D","07/04/2020","12",12582.67
"D","07/04/2020","13",12902.05
"D","07/04/2020","14",13233.62
"D","07/04/2020","15",13660.36
"D","07/04/2020","16",14206.18
"D","07/04/2020","17",14875.9
"D","07/04/2020","18",15588.61
"D","07/04/2020","19",15917.91
"D","07/04/2020","20",15574.14
"D","07/04/2020","21",15114.1
"D","07/04/2020","22",14656.54
"D","07/04/2020","23",13923.81
"D","07/04/2020","24",12981.84
"D","07/05/2020","01",12077.87
"D","07/05/2020","02",11670.43
"D","07/05/2020","03",11510.36
"D","07/05/2020","04",11488.29
"D","07/05/2020","05",11364.53
"D","07/05/2020","06",11328.09
"D","07/05/2020","07",11591.28
"D","07/05/2020","08",12019.86
"D","07/05/2020","09",12430.43
"D","07/05/2020","10",12597.44
"D","07/05/2020","11",12965.37
"D","07/05/2020","12",13439.13
"D","07/05/2020","13",13987.72
"D","07/05/2020","14",14639.1
"D","07/05/2020","15",15342.82
"D","07/05/2020","16",16167.59
"D","07/05/2020","17",17014.9
"D","07/05/2020","18",17753.95
"D","07/05/2020","19",17979.03
"D","07/05/2020","20",17606.52
"D","07/05/2020","21",17202.58
"D","07/05/2020","22",16614.11
"D","07/05/2020","23",15374.34
"D","07/05/2020","24",13986.96
"D","07/06/2020","01",13083.42
"D","07/06/2020","02",12452.43
"D","07/06/2020","03",12210.32
"D","07/06/2020","04",11944.89
"D","07/06/2020","05",12010.01
"D","07/06/2020","06",12409.63
"D","07/06/2020","07",13283.91
"D","07/06/2020","08",14001.24
"D","07/06/2020","09",14709.74
"D","07/06/2020","10",14955.18
