"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200116_20200130.csv"
"C","Report for: 01/16/2020 - 01/30/2020"
"C","Report generated: 06/18/2021 11:42:47 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/16/2020","01",11701.58
"D","01/16/2020","02",11574.81
"D","01/16/2020","03",11653.64
"D","01/16/2020","04",11462.86
"D","01/16/2020","05",11662.39
"D","01/16/2020","06",11990.29
"D","01/16/2020","07",13618.59
"D","01/16/2020","08",14684.43
"D","01/16/2020","09",14920.92
"D","01/16/2020","10",14891.59
"D","01/16/2020","11",14377.77
"D","01/16/2020","12",13995.98
"D","01/16/2020","13",13967.62
"D","01/16/2020","14",14033.37
"D","01/16/2020","15",14182.09
"D","01/16/2020","16",14612.11
"D","01/16/2020","17",15498.14
"D","01/16/2020","18",16513.89
"D","01/16/2020","19",16503.33
"D","01/16/2020","20",16153.21
"D","01/16/2020","21",15604.16
"D","01/16/2020","22",14779.51
"D","01/16/2020","23",13731.38
"D","01/16/2020","24",13108.88
"D","01/17/2020","01",12749.52
"D","01/17/2020","02",12552.89
"D","01/17/2020","03",12304.18
"D","01/17/2020","04",12432.45
"D","01/17/2020","05",12875.91
"D","01/17/2020","06",13738.38
"D","01/17/2020","07",15498.28
"D","01/17/2020","08",16552.37
"D","01/17/2020","09",16463.67
"D","01/17/2020","10",15858.82
"D","01/17/2020","11",15432.26
"D","01/17/2020","12",15004.38
"D","01/17/2020","13",14650.32
"D","01/17/2020","14",14714.08
"D","01/17/2020","15",15103.54
"D","01/17/2020","16",15877.73
"D","01/17/2020","17",16901.07
"D","01/17/2020","18",17750.34
"D","01/17/2020","19",17665.96
"D","01/17/2020","20",17372.82
"D","01/17/2020","21",16880.12
"D","01/17/2020","22",16244.99
"D","01/17/2020","23",15344.54
"D","01/17/2020","24",14430.51
"D","01/18/2020","01",13772.86
"D","01/18/2020","02",13366.69
"D","01/18/2020","03",13158.81
"D","01/18/2020","04",13107.2
"D","01/18/2020","05",13208.48
"D","01/18/2020","06",13579.23
"D","01/18/2020","07",14277.05
"D","01/18/2020","08",15047.54
"D","01/18/2020","09",15713.13
"D","01/18/2020","10",15860.92
"D","01/18/2020","11",15763.03
"D","01/18/2020","12",15907.88
"D","01/18/2020","13",15914.62
"D","01/18/2020","14",15920.13
"D","01/18/2020","15",16013.0
"D","01/18/2020","16",16215.12
"D","01/18/2020","17",16822.92
"D","01/18/2020","18",17479.06
"D","01/18/2020","19",17276.49
"D","01/18/2020","20",16732.47
"D","01/18/2020","21",16078.12
"D","01/18/2020","22",15302.11
"D","01/18/2020","23",14532.31
"D","01/18/2020","24",13831.56
"D","01/19/2020","01",13094.82
"D","01/19/2020","02",12608.27
"D","01/19/2020","03",12333.27
"D","01/19/2020","04",12336.47
"D","01/19/2020","05",12473.49
"D","01/19/2020","06",12501.71
"D","01/19/2020","07",12978.45
"D","01/19/2020","08",13562.39
"D","01/19/2020","09",14062.19
"D","01/19/2020","10",14088.54
"D","01/19/2020","11",13663.54
"D","01/19/2020","12",13524.35
"D","01/19/2020","13",13472.8
"D","01/19/2020","14",13515.87
"D","01/19/2020","15",13783.05
"D","01/19/2020","16",14173.32
"D","01/19/2020","17",14924.2
"D","01/19/2020","18",15859.69
"D","01/19/2020","19",15772.43
"D","01/19/2020","20",15329.99
"D","01/19/2020","21",14845.82
"D","01/19/2020","22",14290.13
"D","01/19/2020","23",13915.89
"D","01/19/2020","24",13240.25
"D","01/20/2020","01",12779.23
"D","01/20/2020","02",13011.05
"D","01/20/2020","03",13026.89
"D","01/20/2020","04",13143.69
"D","01/20/2020","05",13285.28
"D","01/20/2020","06",13772.37
"D","01/20/2020","07",14734.91
"D","01/20/2020","08",15565.7
"D","01/20/2020","09",16006.38
"D","01/20/2020","10",15878.32
"D","01/20/2020","11",15576.93
"D","01/20/2020","12",15339.49
"D","01/20/2020","13",15091.64
"D","01/20/2020","14",15019.31
"D","01/20/2020","15",15213.64
"D","01/20/2020","16",15785.53
"D","01/20/2020","17",16770.36
"D","01/20/2020","18",17909.84
"D","01/20/2020","19",17819.56
"D","01/20/2020","20",17461.78
"D","01/20/2020","21",16838.76
"D","01/20/2020","22",15893.79
"D","01/20/2020","23",14734.43
"D","01/20/2020","24",13767.15
"D","01/21/2020","01",13202.6
"D","01/21/2020","02",12911.68
"D","01/21/2020","03",12818.87
"D","01/21/2020","04",13187.77
"D","01/21/2020","05",13560.92
"D","01/21/2020","06",14444.03
"D","01/21/2020","07",16209.54
"D","01/21/2020","08",17172.41
"D","01/21/2020","09",16868.05
"D","01/21/2020","10",16188.4
"D","01/21/2020","11",15636.38
"D","01/21/2020","12",15289.92
"D","01/21/2020","13",15119.79
"D","01/21/2020","14",15299.96
"D","01/21/2020","15",15517.88
"D","01/21/2020","16",15917.51
"D","01/21/2020","17",16734.74
"D","01/21/2020","18",17827.6
"D","01/21/2020","19",17895.77
"D","01/21/2020","20",17606.63
"D","01/21/2020","21",17013.34
"D","01/21/2020","22",16080.61
"D","01/21/2020","23",14875.45
"D","01/21/2020","24",13868.7
"D","01/22/2020","01",13271.31
"D","01/22/2020","02",12984.06
"D","01/22/2020","03",12869.91
"D","01/22/2020","04",12946.28
"D","01/22/2020","05",13343.54
"D","01/22/2020","06",14398.8
"D","01/22/2020","07",16159.28
"D","01/22/2020","08",17078.3
"D","01/22/2020","09",16710.04
"D","01/22/2020","10",15869.13
"D","01/22/2020","11",15418.78
"D","01/22/2020","12",14890.44
"D","01/22/2020","13",14480.65
"D","01/22/2020","14",14399.2
"D","01/22/2020","15",14585.05
"D","01/22/2020","16",14950.46
"D","01/22/2020","17",15903.28
"D","01/22/2020","18",17137.41
"D","01/22/2020","19",17232.05
"D","01/22/2020","20",16868.63
"D","01/22/2020","21",16274.52
"D","01/22/2020","22",15358.36
"D","01/22/2020","23",14185.14
"D","01/22/2020","24",13451.02
"D","01/23/2020","01",12858.08
"D","01/23/2020","02",12805.77
"D","01/23/2020","03",12694.02
"D","01/23/2020","04",12792.1
"D","01/23/2020","05",12976.26
"D","01/23/2020","06",13773.32
"D","01/23/2020","07",15562.02
"D","01/23/2020","08",16478.28
"D","01/23/2020","09",16038.27
"D","01/23/2020","10",15125.06
"D","01/23/2020","11",14454.71
"D","01/23/2020","12",14294.2
"D","01/23/2020","13",14156.06
"D","01/23/2020","14",14203.42
"D","01/23/2020","15",14457.54
"D","01/23/2020","16",14729.95
"D","01/23/2020","17",15588.41
"D","01/23/2020","18",16623.02
"D","01/23/2020","19",16589.4
"D","01/23/2020","20",16213.07
"D","01/23/2020","21",15593.11
"D","01/23/2020","22",14678.75
"D","01/23/2020","23",13491.44
"D","01/23/2020","24",12515.03
"D","01/24/2020","01",12052.82
"D","01/24/2020","02",11815.48
"D","01/24/2020","03",11660.06
"D","01/24/2020","04",11703.49
"D","01/24/2020","05",12093.92
"D","01/24/2020","06",12816.67
"D","01/24/2020","07",14535.72
"D","01/24/2020","08",15504.8
"D","01/24/2020","09",15158.73
"D","01/24/2020","10",14326.46
"D","01/24/2020","11",13677.59
"D","01/24/2020","12",13293.16
"D","01/24/2020","13",13397.76
"D","01/24/2020","14",13622.5
"D","01/24/2020","15",13665.86
"D","01/24/2020","16",14216.64
"D","01/24/2020","17",14890.56
"D","01/24/2020","18",15604.7
"D","01/24/2020","19",15492.85
"D","01/24/2020","20",15092.81
"D","01/24/2020","21",14576.81
"D","01/24/2020","22",13899.77
"D","01/24/2020","23",13211.85
"D","01/24/2020","24",12345.13
"D","01/25/2020","01",11660.99
"D","01/25/2020","02",11238.92
"D","01/25/2020","03",11094.92
"D","01/25/2020","04",11202.04
"D","01/25/2020","05",11055.7
"D","01/25/2020","06",11427.17
"D","01/25/2020","07",12089.29
"D","01/25/2020","08",12652.6
"D","01/25/2020","09",13303.98
"D","01/25/2020","10",13848.66
"D","01/25/2020","11",14089.54
"D","01/25/2020","12",14167.99
"D","01/25/2020","13",14201.7
"D","01/25/2020","14",14145.23
"D","01/25/2020","15",14123.95
"D","01/25/2020","16",14245.04
"D","01/25/2020","17",14700.05
"D","01/25/2020","18",15176.0
"D","01/25/2020","19",14886.23
"D","01/25/2020","20",14343.04
"D","01/25/2020","21",13767.07
"D","01/25/2020","22",13065.23
"D","01/25/2020","23",12216.44
"D","01/25/2020","24",11845.0
"D","01/26/2020","01",11182.17
"D","01/26/2020","02",10609.67
"D","01/26/2020","03",10654.49
"D","01/26/2020","04",10804.14
"D","01/26/2020","05",10663.91
"D","01/26/2020","06",10936.96
"D","01/26/2020","07",11203.72
"D","01/26/2020","08",11550.26
"D","01/26/2020","09",11924.78
"D","01/26/2020","10",11773.44
"D","01/26/2020","11",11565.94
"D","01/26/2020","12",11784.69
"D","01/26/2020","13",11926.6
"D","01/26/2020","14",11987.48
"D","01/26/2020","15",12364.01
"D","01/26/2020","16",12926.0
"D","01/26/2020","17",13877.04
"D","01/26/2020","18",15022.67
"D","01/26/2020","19",15072.32
"D","01/26/2020","20",14656.38
"D","01/26/2020","21",14041.96
"D","01/26/2020","22",13195.16
"D","01/26/2020","23",12268.69
"D","01/26/2020","24",11823.79
"D","01/27/2020","01",11154.39
"D","01/27/2020","02",10999.67
"D","01/27/2020","03",11137.44
"D","01/27/2020","04",11120.99
"D","01/27/2020","05",11130.8
"D","01/27/2020","06",12171.91
"D","01/27/2020","07",13798.42
"D","01/27/2020","08",14581.07
"D","01/27/2020","09",14484.96
"D","01/27/2020","10",14333.48
"D","01/27/2020","11",14048.2
"D","01/27/2020","12",13716.47
"D","01/27/2020","13",13557.88
"D","01/27/2020","14",13712.29
"D","01/27/2020","15",14002.74
"D","01/27/2020","16",14444.03
"D","01/27/2020","17",15148.82
"D","01/27/2020","18",16096.91
"D","01/27/2020","19",16014.08
"D","01/27/2020","20",15526.56
"D","01/27/2020","21",14816.52
"D","01/27/2020","22",13977.96
