temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
39.24,partly-cloudy-night,0.77,10.0,Mostly Cloudy,32.54,1000.0,10.38,0.67,1577854800,247,0.0011,32.57,0.05
38.8,partly-cloudy-night,0.75,10.0,Mostly Cloudy,32.72,999.7,8.8,0.67,1577858400,245,0.0,31.57,0.0
38.79,partly-cloudy-night,0.68,10.0,Mostly Cloudy,32.04,1000.2,10.24,0.63,1577862000,255,0.0004,29.25,0.04
38.3,partly-cloudy-night,0.67,10.0,Mostly Cloudy,30.79,1000.8,11.77,0.59,1577865600,274,0.0009,28.27,0.03
37.0,partly-cloudy-night,0.62,10.0,Partly Cloudy,28.62,1001.2,13.19,0.44,1577869200,279,0.0011,25.34,0.03
36.3,clear-night,0.6,10.0,Clear,29.18,1001.1,9.75,0.31,1577872800,286,0.0,23.74,0.0
36.11,partly-cloudy-night,0.62,10.0,Partly Cloudy,29.37,1001.1,8.88,0.33,1577876400,233,0.0008,24.36,0.02
36.25,clear-night,0.63,10.0,Clear,29.59,1001.3,8.8,0.2,1577880000,245,0.0007,24.92,0.02
36.35,clear-day,0.63,10.0,Clear,29.32,1001.7,9.58,0.28,1577883600,260,0.0,24.94,0.0
38.12,clear-day,0.59,10.0,Clear,30.92,1002.3,10.9,0.2,1577887200,262,0.0,25.12,0.0
39.4,clear-day,0.57,10.0,Clear,31.47,1002.7,13.75,0.17,1577890800,265,0.0007,25.28,0.03
40.67,clear-day,0.54,10.0,Clear,33.17,1002.6,13.47,0.24,1577894400,271,0.0007,25.22,0.03
40.77,partly-cloudy-day,0.53,10.0,Partly Cloudy,33.99,1002.0,11.53,0.4,1577898000,272,0.0,24.79,0.0
40.37,partly-cloudy-day,0.52,10.0,Partly Cloudy,31.76,1001.9,16.87,0.46,1577901600,274,0.0007,24.3,0.03
40.35,partly-cloudy-day,0.52,10.0,Partly Cloudy,31.63,1002.1,17.29,0.34,1577905200,290,0.0006,24.29,0.03
40.34,partly-cloudy-day,0.52,10.0,Partly Cloudy,32.36,1003.0,14.68,0.36,1577908800,271,0.0,24.08,0.0
39.2,clear-day,0.52,10.0,Clear,31.8,1003.6,12.09,0.25,1577912400,279,0.0006,23.18,0.04
38.99,clear-night,0.53,10.0,Clear,32.03,1004.5,10.85,0.25,1577916000,273,0.0004,23.11,0.04
38.39,clear-night,0.55,10.0,Clear,31.91,1005.2,9.42,0.14,1577919600,269,0.0003,23.74,0.04
37.03,clear-night,0.57,10.0,Clear,28.64,1006.0,13.25,0.06,1577923200,271,0.0,23.04,0.0
36.89,clear-night,0.56,10.0,Clear,29.06,1006.8,11.7,0.05,1577926800,270,0.0,22.68,0.0
36.75,clear-night,0.56,10.0,Clear,28.61,1007.6,12.37,0.03,1577930400,270,0.0,22.33,0.0
36.21,clear-night,0.56,10.0,Clear,28.41,1008.1,11.19,0.01,1577934000,265,0.0,22.11,0.0
35.67,clear-night,0.56,10.0,Clear,27.25,1008.4,12.37,0.02,1577937600,274,0.0,21.33,0.0
35.08,clear-night,0.54,10.0,Clear,26.21,1008.7,13.13,0.1,1577941200,261,0.0,20.02,0.0
35.65,partly-cloudy-night,0.53,10.0,Partly Cloudy,27.57,1008.9,11.52,0.32,1577944800,268,0.0,20.38,0.0
36.17,partly-cloudy-night,0.54,10.0,Partly Cloudy,28.9,1010.1,9.99,0.44,1577948400,264,0.0,21.16,0.0
34.89,clear-night,0.57,10.0,Clear,29.35,1010.6,6.45,0.14,1577952000,256,0.0,21.12,0.0
33.51,clear-night,0.6,10.0,Clear,27.2,1010.7,7.18,0.1,1577955600,236,0.0,21.12,0.0
34.5,partly-cloudy-night,0.6,10.0,Partly Cloudy,27.59,1010.9,8.54,0.48,1577959200,235,0.0,22.11,0.0
34.26,partly-cloudy-night,0.6,10.0,Partly Cloudy,27.35,1011.3,8.44,0.44,1577962800,233,0.0,21.86,0.0
35.0,partly-cloudy-night,0.59,10.0,Partly Cloudy,27.4,1011.7,10.09,0.55,1577966400,237,0.0,22.02,0.0
35.07,partly-cloudy-day,0.59,10.0,Partly Cloudy,28.2,1012.4,8.67,0.54,1577970000,235,0.0,22.22,0.0
36.36,partly-cloudy-day,0.59,10.0,Partly Cloudy,29.36,1012.7,9.53,0.5,1577973600,234,0.0,23.47,0.0
37.29,partly-cloudy-day,0.55,10.0,Partly Cloudy,30.41,1012.7,9.71,0.46,1577977200,233,0.0,22.59,0.0
40.3,partly-cloudy-day,0.49,10.0,Partly Cloudy,34.41,1012.2,9.12,0.44,1577980800,240,0.0008,22.46,0.01
42.35,clear-day,0.43,10.0,Clear,37.0,1011.2,8.96,0.11,1577984400,235,0.0,21.48,0.0
46.08,clear-day,0.38,10.0,Clear,40.67,1010.5,11.45,0.12,1577988000,236,0.0,21.75,0.0
46.92,clear-day,0.39,10.0,Clear,42.5,1010.4,9.24,0.11,1577991600,225,0.0,23.28,0.0
