temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
38.32,cloudy,0.54,9.976,Overcast,32.12,1014.2,8.83,1.0,1546574400,279.0,0.0,23.02,0.0
38.2,cloudy,0.52,9.976,Overcast,32.42,1014.6,7.95,1.0,1546578000,275.0,0.0,21.99,0.0
37.6,cloudy,0.53,9.976,Overcast,31.97,1014.7,7.45,1.0,1546581600,268.0,0.0,21.85,0.0
37.58,cloudy,0.51,9.976,Overcast,31.71,1015.1,7.88,1.0,1546585200,276.0,0.0,21.15,0.0
37.13,cloudy,0.52,9.977,Overcast,31.74,1014.8,6.91,1.0,1546588800,233.0,0.0,21.09,0.0
37.12,cloudy,0.55,9.976,Overcast,32.25,1014.2,6.11,1.0,1546592400,227.0,0.0,22.39,0.0
37.06,partly-cloudy-night,0.6,9.976,Mostly Cloudy,29.98,1013.8,10.04,0.76,1546596000,220.0,0.0,24.6,0.0
35.74,partly-cloudy-night,0.61,9.978,Mostly Cloudy,29.32,1014.2,8.15,0.75,1546599600,230.0,0.0,23.6,0.0
35.69,clear-night,0.62,9.978,Clear,29.79,1014.5,7.24,0.18,1546603200,213.0,0.0,24.09,0.0
35.23,clear-day,0.64,9.98,Clear,29.08,1014.5,7.5,0.18,1546606800,214.0,0.0,24.42,0.0
36.58,clear-day,0.61,9.975,Clear,29.61,1014.3,9.58,0.18,1546610400,221.0,0.0,24.34,0.0
38.29,clear-day,0.56,9.61,Clear,33.78,1013.6,5.92,0.0,1546614000,223.0,0.0,23.9,0.0
41.43,partly-cloudy-day,0.52,9.984,Mostly Cloudy,34.42,1012.0,12.64,0.71,1546617600,220.0,0.0,24.95,0.0
43.37,clear-day,0.46,9.796,Clear,38.13,1011.4,9.25,0.05,1546621200,223.0,0.0,24.02,0.0
45.21,,0.44,,,45.21,1010.3,,,1546624800,,,24.47,
45.7,partly-cloudy-day,0.43,9.984,Mostly Cloudy,40.62,1009.9,10.23,0.71,1546628400,231.0,0.0,24.58,0.0
46.42,partly-cloudy-day,0.44,9.97,Mostly Cloudy,42.12,1009.7,8.65,0.71,1546632000,228.0,0.0,25.54,0.0
45.44,cloudy,0.47,9.971,Overcast,39.67,1009.8,12.06,0.94,1546635600,211.0,0.0,26.6,0.0
45.15,cloudy,0.48,9.973,Overcast,40.58,1009.7,8.65,0.94,1546639200,221.0,0.0,26.43,0.0
43.75,clear-night,0.52,9.973,Clear,39.95,1010.0,6.47,0.18,1546642800,203.0,0.0,27.43,0.0
43.27,clear-night,0.54,9.973,Clear,38.09,1010.4,9.04,0.18,1546646400,220.0,0.0,27.85,0.0
42.39,partly-cloudy-night,0.56,9.984,Partly Cloudy,37.31,1010.1,8.4,0.42,1546650000,228.0,0.0,27.98,0.0
41.8,clear-night,0.59,9.984,Clear,37.42,1010.1,6.8,0.18,1546653600,222.0,0.0,28.66,0.0
40.96,clear-night,0.63,9.984,Clear,36.78,1009.6,6.2,0.18,1546657200,220.0,0.0,29.45,0.0
40.89,cloudy,0.64,9.984,Overcast,37.12,1008.9,5.55,0.94,1546660800,222.0,0.0,29.77,0.0
40.36,clear-night,0.67,9.984,Clear,35.52,1008.0,7.09,0.18,1546664400,209.0,0.0,30.13,0.0
39.94,clear-night,0.72,9.984,Clear,34.95,1007.7,7.19,0.18,1546668000,213.0,0.0,31.61,0.0
39.56,cloudy,0.72,9.984,Overcast,35.52,1007.5,5.58,0.94,1546671600,226.0,0.0,31.38,0.0
39.55,cloudy,0.73,9.984,Overcast,36.65,1007.0,4.16,0.94,1546675200,231.0,0.0,31.63,0.0
39.54,clear-night,0.77,9.984,Clear,35.94,1006.5,4.99,0.18,1546678800,230.0,0.0,32.79,0.0
39.53,cloudy,0.77,8.992,Overcast,39.53,1005.2,2.87,0.98,1546682400,161.0,0.0,32.95,0.0
39.74,cloudy,0.82,7.977,Overcast,37.05,1004.9,3.98,1.0,1546686000,147.0,0.0014,34.56,0.06
40.22,cloudy,0.83,7.927,Overcast,38.28,1004.4,3.3,1.0,1546689600,132.0,0.0027,35.57,0.2
40.36,rain,0.88,4.067,Drizzle,36.5,1004.8,5.54,1.0,1546693200,101.0,0.0044,37.22,0.8
41.04,rain,0.89,4.085,Light Rain,38.56,1005.0,3.96,1.0,1546696800,24.0,0.017,38.03,0.95
41.51,rain,0.89,2.211,Light Rain,38.71,1004.2,4.41,1.0,1546700400,23.0,0.0163,38.4,0.96
41.93,rain,0.9,3.645,Drizzle,38.38,1002.5,5.51,1.0,1546704000,22.0,0.0079,39.26,0.98
41.93,cloudy,0.87,3.166,Overcast,36.63,1001.0,8.66,1.0,1546707600,21.0,0.0003,38.33,0.03
41.92,cloudy,0.87,4.065,Overcast,36.67,1000.0,8.53,1.0,1546711200,10.0,0.0018,38.28,0.19
40.71,cloudy,0.89,5.892,Overcast,34.27,998.6,10.61,1.0,1546714800,20.0,0.0026,37.73,0.22
40.09,rain,0.9,2.12,Light Rain,33.14,998.4,11.5,1.0,1546718400,13.0,0.025,37.29,0.97
39.56,rain,0.92,2.57,Rain,32.41,998.7,11.69,1.0,1546722000,5.0,0.049,37.46,1.0
39.14,rain,0.92,5.009,Rain,32.65,998.7,9.82,1.0,1546725600,356.0,0.0427,36.89,1.0
38.67,rain,0.9,4.055,Rain,32.14,999.3,9.69,1.0,1546729200,351.0,0.0818,35.93,1.0
39.09,rain,0.88,7.867,Rain,32.97,1000.1,9.02,1.0,1546732800,336.0,0.0587,35.9,0.99
38.65,rain,0.89,8.882,Light Rain,32.23,1000.7,9.41,1.0,1546736400,341.0,0.0183,35.81,1.0
38.62,rain,0.89,9.984,Drizzle,31.47,1000.9,11.08,1.0,1546740000,333.0,0.0055,35.79,0.8
38.54,partly-cloudy-night,0.86,9.978,Mostly Cloudy,32.19,1000.4,9.23,0.75,1546743600,333.0,0.0,34.57,0.0
37.68,partly-cloudy-night,0.85,9.984,Partly Cloudy,30.79,1001.5,9.94,0.42,1546747200,311.0,0.0,33.67,0.0
37.76,clear-night,0.79,9.984,Clear,31.15,1002.1,9.39,0.18,1546750800,315.0,0.0,31.69,0.0
37.01,clear-night,0.78,9.947,Clear,30.95,1002.9,7.99,0.0,1546754400,301.0,0.0,30.76,0.0
36.89,clear-night,0.77,9.984,Clear,30.08,1004.0,9.37,0.0,1546758000,300.0,0.0,30.48,0.0
36.11,clear-night,0.78,9.984,Clear,29.94,1004.6,7.83,0.18,1546761600,289.0,0.0,29.98,0.0
36.09,clear-night,0.78,9.984,Clear,29.19,1004.8,9.19,0.18,1546765200,293.0,0.0,29.85,0.0
36.63,partly-cloudy-night,0.76,9.984,Mostly Cloudy,30.34,1005.2,8.27,0.75,1546768800,292.0,0.0,29.9,0.0
36.82,partly-cloudy-night,0.73,9.984,Mostly Cloudy,31.32,1005.4,6.97,0.73,1546772400,283.0,0.0,28.97,0.0
36.88,partly-cloudy-night,0.72,9.965,Mostly Cloudy,30.73,1006.3,8.11,0.74,1546776000,267.0,0.0,28.72,0.0
37.23,partly-cloudy-day,0.72,9.984,Mostly Cloudy,31.24,1007.1,7.94,0.76,1546779600,269.0,0.0,28.98,0.0
37.78,cloudy,0.73,9.984,Overcast,32.39,1008.2,7.12,0.99,1546783200,273.0,0.0,30.03,0.0
39.7,cloudy,0.69,9.98,Overcast,34.08,1008.6,8.29,0.99,1546786800,277.0,0.0,30.43,0.0
41.66,partly-cloudy-day,0.64,9.981,Mostly Cloudy,36.22,1008.3,8.81,0.75,1546790400,280.0,0.0,30.29,0.0
43.51,partly-cloudy-day,0.59,9.984,Mostly Cloudy,37.51,1008.0,11.29,0.76,1546794000,296.0,0.0,30.22,0.0
44.92,partly-cloudy-day,0.56,9.976,Mostly Cloudy,37.73,1007.9,16.56,0.75,1546797600,290.0,0.0,30.22,0.0
45.43,partly-cloudy-day,0.54,9.979,Mostly Cloudy,40.38,1008.4,9.96,0.75,1546801200,291.0,0.0,29.58,0.0
43.74,cloudy,0.55,9.975,Overcast,37.69,1009.6,11.57,0.98,1546804800,310.0,0.0,28.58,0.0
42.93,partly-cloudy-day,0.51,9.984,Mostly Cloudy,36.33,1011.1,12.6,0.74,1546808400,301.0,0.0,25.93,0.0
39.87,cloudy,0.5,9.984,Overcast,31.38,1012.9,15.98,0.99,1546812000,319.0,0.0007,22.65,0.02
35.88,partly-cloudy-night,0.45,9.984,Partly Cloudy,25.39,1014.9,18.85,0.46,1546815600,319.0,0.0,16.78,0.0
34.63,partly-cloudy-night,0.46,9.984,Mostly Cloudy,24.49,1016.5,16.41,0.76,1546819200,323.0,0.0,15.81,0.0
31.61,partly-cloudy-night,0.44,9.984,Mostly Cloudy,20.79,1018.3,15.84,0.75,1546822800,322.0,0.0,12.12,0.0
30.47,clear-night,0.41,9.984,Clear,19.55,1019.2,15.19,0.03,1546826400,316.0,0.0,9.34,0.0
29.03,clear-night,0.41,9.984,Clear,17.32,1019.8,16.25,0.02,1546830000,320.0,0.0,8.17,0.0
26.74,clear-night,0.42,9.984,Clear,15.09,1020.8,14.41,0.0,1546833600,320.0,0.0,6.83,0.0
25.22,clear-night,0.46,9.984,Clear,11.81,1022.1,17.87,0.0,1546837200,319.0,0.0,7.48,0.0
23.71,clear-night,0.44,9.984,Clear,9.52,1023.1,18.79,0.0,1546840800,310.0,0.0,5.19,0.0
23.51,clear-night,0.46,9.984,Clear,10.74,1023.6,14.93,0.0,1546844400,316.0,0.0,5.8,0.0
21.95,clear-night,0.45,9.984,Clear,8.38,1024.7,15.8,0.0,1546848000,312.0,0.0,3.93,0.0
21.93,clear-night,0.4,9.984,Clear,8.07,1026.0,16.49,0.0,1546851600,317.0,0.0,1.35,0.0
20.57,clear-night,0.4,9.984,Clear,7.38,1026.6,14.07,0.0,1546855200,317.0,0.0,0.04,0.0
19.56,clear-night,0.4,9.984,Clear,6.86,1027.6,12.51,0.0,1546858800,326.0,0.0,-0.75,0.0
19.12,clear-night,0.38,9.984,Clear,6.01,1028.6,13.08,0.0,1546862400,317.0,0.0,-2.58,0.0
19.11,clear-day,0.36,9.984,Clear,5.83,1029.8,13.42,0.0,1546866000,323.0,0.0,-3.65,0.0
20.5,clear-day,0.35,9.984,Clear,8.08,1030.5,12.43,0.18,1546869600,308.0,0.0,-2.95,0.0
22.25,clear-day,0.31,9.984,Clear,11.62,1031.1,10.03,0.18,1546873200,327.0,0.0,-4.01,0.0
25.51,clear-day,0.27,9.984,Clear,16.26,1030.9,9.04,0.0,1546876800,292.0,0.0,-3.73,0.0
25.73,clear-day,0.27,9.796,Clear,17.74,1029.7,7.26,0.0,1546880400,318.0,0.0,-3.57,0.0
27.41,clear-day,0.24,9.984,Clear,18.24,1029.5,9.65,0.18,1546884000,324.0,0.0,-4.29,0.0
28.91,clear-day,0.22,9.984,Clear,18.81,1029.7,12.18,0.18,1546887600,301.0,0.0,-5.53,0.0
29.62,partly-cloudy-day,0.22,9.984,Mostly Cloudy,21.41,1029.8,8.86,0.71,1546891200,333.0,0.0,-4.76,0.0
29.76,partly-cloudy-day,0.22,9.984,Mostly Cloudy,23.4,1030.2,6.2,0.71,1546894800,319.0,0.0,-4.9,0.0
28.99,partly-cloudy-night,0.22,9.984,Mostly Cloudy,23.05,1029.7,5.53,0.72,1546898400,342.0,0.0,-4.73,0.0
28.16,partly-cloudy-night,0.25,9.984,Mostly Cloudy,22.77,1029.9,4.79,0.71,1546902000,10.0,0.0,-2.86,0.0
28.07,partly-cloudy-night,0.25,9.984,Partly Cloudy,22.56,1030.1,4.9,0.41,1546905600,357.0,0.0,-3.46,0.0
27.1,partly-cloudy-night,0.3,9.984,Mostly Cloudy,22.16,1029.3,4.21,0.71,1546909200,8.0,0.0,-0.48,0.0
27.44,clear-night,0.3,9.984,Clear,22.45,1029.7,4.31,0.18,1546912800,341.0,0.0,0.28,0.0
27.24,clear-night,0.32,9.984,Clear,22.74,1028.3,3.87,0.18,1546916400,52.0,0.0,0.99,0.0
28.61,cloudy,0.36,9.984,Overcast,22.98,1027.6,5.12,0.99,1546920000,125.0,0.0,4.87,0.0
29.13,cloudy,0.4,9.982,Overcast,24.47,1027.8,4.25,1.0,1546923600,180.0,0.0,7.73,0.0
29.34,cloudy,0.37,9.984,Overcast,23.17,1028.2,5.87,1.0,1546927200,218.0,0.0,6.28,0.0
29.4,cloudy,0.36,9.982,Overcast,24.47,1028.0,4.55,0.99,1546930800,232.0,0.0,6.0,0.0
29.18,cloudy,0.36,9.982,Overcast,22.91,1026.7,5.95,0.99,1546934400,163.0,0.0,5.62,0.0
29.36,cloudy,0.41,9.979,Overcast,22.22,1025.5,7.13,0.99,1546938000,174.0,0.0,8.75,0.0
29.56,cloudy,0.5,4.36,Overcast,20.35,1022.8,10.68,0.99,1546941600,142.0,0.0,13.12,0.0
30.61,cloudy,0.55,7.963,Overcast,21.82,1023.1,10.35,1.0,1546945200,147.0,0.0,16.24,0.0
31.61,cloudy,0.62,7.906,Overcast,23.42,1022.2,9.67,1.0,1546948800,148.0,0.0,20.25,0.0
32.49,cloudy,0.69,9.907,Overcast,25.34,1021.3,8.16,1.0,1546952400,148.0,0.0003,23.28,0.03
33.94,cloudy,0.74,9.973,Overcast,27.25,1020.6,7.93,1.0,1546956000,151.0,0.0,26.46,0.0
34.65,cloudy,0.77,9.873,Overcast,29.46,1020.0,5.9,1.0,1546959600,136.0,0.0,28.16,0.0
35.48,fog,0.84,1.981,Foggy,30.64,1018.2,5.65,1.0,1546963200,148.0,0.0,31.03,0.0
37.34,fog,0.86,1.731,Foggy,34.55,1016.4,3.7,1.0,1546966800,127.0,0.0,33.64,0.0
41.02,cloudy,0.86,6.697,Overcast,37.09,1014.9,5.82,1.0,1546970400,162.0,0.0,37.25,0.0
40.32,cloudy,0.92,2.929,Overcast,37.49,1013.3,4.22,1.0,1546974000,121.0,0.0,38.18,0.0
41.06,cloudy,0.9,2.92,Overcast,39.02,1012.1,3.5,1.0,1546977600,103.0,0.0,38.44,0.0
41.1,fog,0.93,1.247,Foggy,37.38,1011.2,5.54,1.0,1546981200,63.0,0.0,39.14,0.0
41.21,fog,0.92,0.523,Foggy,37.49,1009.7,5.56,1.0,1546984800,40.0,0.0,38.99,0.0
41.65,fog,0.96,0.751,Foggy,39.69,1008.8,3.5,1.0,1546988400,2.0,0.0,40.62,0.0
41.59,fog,0.9,0.511,Foggy,36.66,1007.7,7.74,1.0,1546992000,350.0,0.0,38.94,0.0
40.38,fog,0.96,0.514,Foggy,36.18,1006.4,6.05,1.0,1546995600,336.0,0.0,39.43,0.0
39.31,fog,0.94,1.235,Foggy,35.37,1005.4,5.39,1.0,1546999200,285.0,0.0003,37.61,0.04
36.41,rain,0.97,2.195,Drizzle,31.32,1004.5,6.24,1.0,1547002800,301.0,0.0049,35.56,0.81
35.27,rain,0.94,5.024,Light Rain,32.41,1002.3,3.49,1.0,1547006400,130.0,0.0103,33.67,0.99
35.74,cloudy,0.92,4.808,Overcast,31.73,1001.3,4.7,1.0,1547010000,334.0,0.0002,33.59,0.02
35.23,fog,0.94,1.006,Foggy,30.44,1000.5,5.53,1.0,1547013600,320.0,0.0,33.6,0.0
34.66,fog,0.96,0.751,Foggy,31.81,999.2,3.41,1.0,1547017200,342.0,0.0,33.65,0.0
35.22,fog,0.94,0.988,Foggy,31.46,998.5,4.34,1.0,1547020800,301.0,0.0,33.64,0.0
35.24,rain,0.94,1.05,Drizzle,31.37,997.1,4.45,1.0,1547024400,41.0,0.0029,33.64,0.81
35.24,rain,1.0,2.069,Rain,35.24,995.2,0.28,1.0,1547028000,141.0,0.0452,35.24,1.0
36.3,rain,0.94,3.067,Light Rain,31.83,994.1,5.36,1.0,1547031600,168.0,0.0176,34.71,1.0
36.98,rain,0.93,7.009,Light Rain,31.79,993.2,6.54,1.0,1547035200,212.0,0.0165,35.14,1.0
39.11,cloudy,0.9,9.9,Overcast,32.43,992.5,10.24,1.0,1547038800,236.0,0.0005,36.53,0.05
40.71,partly-cloudy-day,0.85,9.522,Mostly Cloudy,36.94,992.8,5.49,0.69,1547042400,241.0,0.0008,36.43,0.08
42.93,clear-day,0.73,9.984,Clear,36.64,991.9,11.68,0.23,1547046000,256.0,0.0,35.02,0.0
43.36,partly-cloudy-day,0.71,9.984,Mostly Cloudy,35.99,991.2,15.53,0.76,1547049600,260.0,0.0,34.45,0.0
43.86,cloudy,0.67,9.983,Overcast,37.12,990.7,13.82,0.99,1547053200,263.0,0.0,33.6,0.0
44.23,cloudy,0.66,9.97,Overcast,36.63,991.1,17.38,1.0,1547056800,272.0,0.0,33.47,0.0
43.0,rain,0.69,9.964,Drizzle,35.25,992.0,16.57,1.0,1547060400,280.0,0.0059,33.41,0.91
43.85,rain,0.61,9.98,Drizzle,36.22,992.7,17.1,1.0,1547064000,272.0,0.0058,31.32,0.77
44.14,cloudy,0.57,9.977,Overcast,36.7,993.5,16.66,0.99,1547067600,274.0,0.0002,29.87,0.02
42.21,partly-cloudy-night,0.58,9.975,Mostly Cloudy,33.79,994.0,18.24,0.76,1547071200,271.0,0.0,28.32,0.0
41.29,partly-cloudy-night,0.6,9.974,Mostly Cloudy,33.89,995.0,13.72,0.76,1547074800,268.0,0.0,28.27,0.0
39.86,partly-cloudy-night,0.6,9.974,Mostly Cloudy,31.65,995.8,14.99,0.75,1547078400,265.0,0.0,27.06,0.0
38.54,partly-cloudy-night,0.59,9.975,Mostly Cloudy,30.1,995.9,14.57,0.74,1547082000,263.0,0.0,25.32,0.0
37.02,partly-cloudy-night,0.57,9.975,Mostly Cloudy,28.18,996.5,14.52,0.74,1547085600,260.0,0.0,23.03,0.0
36.57,partly-cloudy-night,0.55,9.976,Mostly Cloudy,27.93,995.8,13.6,0.73,1547089200,263.0,0.0,22.0,0.0
36.01,clear-night,0.56,9.976,Clear,27.52,995.6,12.79,0.21,1547092800,264.0,0.0,21.95,0.0
35.17,partly-cloudy-night,0.57,9.976,Mostly Cloudy,26.45,995.6,12.8,0.74,1547096400,263.0,0.0,21.61,0.0
35.09,partly-cloudy-night,0.56,9.977,Mostly Cloudy,25.92,995.7,13.94,0.76,1547100000,260.0,0.0,21.06,0.0
35.04,partly-cloudy-night,0.53,9.978,Partly Cloudy,26.26,996.1,12.85,0.44,1547103600,269.0,0.0,19.56,0.0
35.04,partly-cloudy-night,0.56,9.978,Mostly Cloudy,27.01,996.2,11.03,0.75,1547107200,259.0,0.0,21.01,0.0
34.77,cloudy,0.56,9.977,Overcast,26.97,996.4,10.38,1.0,1547110800,254.0,0.0,20.74,0.0
35.06,cloudy,0.57,9.977,Overcast,26.96,996.0,11.22,1.0,1547114400,259.0,0.0,21.22,0.0
