temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
5.32,partly-cloudy-night,0.83,6.074,Mostly Cloudy,3.59,1032.6,4.81,0.75,1420070400,220,0.0,2.67,0.0
5.57,partly-cloudy-night,0.83,5.935,Mostly Cloudy,5.57,1032.3,2.31,0.68,1420074000,185,0.0,2.86,0.0
6.17,cloudy,0.83,5.51,Overcast,6.17,1031.4,2.77,0.99,1420077600,165,0.0,3.57,0.0
6.49,cloudy,0.85,5.468,Overcast,6.49,1031.9,2.61,0.98,1420081200,184,0.0,4.18,0.0
7.11,partly-cloudy-night,0.86,5.787,Mostly Cloudy,7.11,1031.5,2.87,0.75,1420084800,168,0.0,4.99,0.0
7.71,partly-cloudy-night,0.87,5.833,Mostly Cloudy,6.23,1030.6,5.26,0.77,1420088400,213,0.0,5.6,0.0
7.93,partly-cloudy-night,0.87,5.484,Mostly Cloudy,6.49,1030.2,5.27,0.81,1420092000,158,0.0,5.84,0.0
8.11,cloudy,0.87,5.454,Overcast,8.11,1030.0,2.97,0.95,1420095600,194,0.0,6.08,0.0
8.08,partly-cloudy-night,0.88,4.515,Mostly Cloudy,6.75,1030.2,5.02,0.83,1420099200,165,0.0,6.25,0.0
8.1,partly-cloudy-day,0.87,4.805,Mostly Cloudy,7.32,1029.9,3.7,0.82,1420102800,180,0.0,6.14,0.0
8.23,partly-cloudy-day,0.86,4.756,Mostly Cloudy,6.25,1030.1,7.21,0.81,1420106400,157,0.0,6.11,0.0
8.42,partly-cloudy-day,0.87,4.256,Mostly Cloudy,7.08,1029.8,5.2,0.81,1420110000,140,0.0,6.33,0.0
8.45,partly-cloudy-day,0.88,4.316,Mostly Cloudy,7.04,1029.0,5.42,0.81,1420113600,150,0.0,6.51,0.0
8.67,partly-cloudy-day,0.87,4.641,Mostly Cloudy,7.55,1028.0,4.7,0.81,1420117200,272,0.0,6.66,0.0
8.76,partly-cloudy-day,0.87,5.032,Mostly Cloudy,7.61,1026.7,4.83,0.85,1420120800,188,0.0,6.75,0.0
9.53,partly-cloudy-day,0.87,5.315,Mostly Cloudy,8.97,1026.0,3.66,0.82,1420124400,218,0.0,7.48,0.0
10.09,partly-cloudy-night,0.85,5.482,Mostly Cloudy,10.09,1025.3,7.22,0.81,1420128000,115,0.0,7.75,0.0
10.13,partly-cloudy-night,0.85,5.735,Mostly Cloudy,10.13,1024.7,5.93,0.78,1420131600,145,0.0,7.7,0.0
10.48,partly-cloudy-night,0.83,6.162,Mostly Cloudy,10.48,1024.0,6.14,0.85,1420135200,276,0.0191,7.74,0.02
10.32,partly-cloudy-night,0.84,6.162,Mostly Cloudy,10.32,1023.6,4.89,0.85,1420138800,199,0.0141,7.69,0.01
10.56,cloudy,0.86,5.991,Overcast,10.56,1022.7,7.39,0.93,1420142400,191,0.0219,8.4,0.02
10.78,partly-cloudy-night,0.87,6.039,Mostly Cloudy,10.78,1022.3,6.08,0.83,1420146000,290,0.0195,8.75,0.02
11.3,partly-cloudy-night,0.88,5.926,Mostly Cloudy,11.3,1021.3,6.2,0.83,1420149600,148,0.013,9.34,0.05
11.99,cloudy,0.89,6.001,Overcast,11.99,1021.0,5.11,0.95,1420153200,256,0.0513,10.2,0.21
12.32,partly-cloudy-night,0.88,6.061,Mostly Cloudy,12.32,1020.2,7.48,0.82,1420156800,326,0.0708,10.31,0.2
12.62,partly-cloudy-night,0.88,5.855,Mostly Cloudy,12.62,1019.9,7.38,0.82,1420160400,292,0.0178,10.62,0.06
12.36,partly-cloudy-night,0.91,4.302,Mostly Cloudy,12.36,1019.7,6.38,0.81,1420164000,32,0.0181,10.96,0.06
12.65,partly-cloudy-night,0.91,5.803,Mostly Cloudy,12.65,1020.2,6.69,0.77,1420167600,7,0.026,11.26,0.12
12.69,partly-cloudy-night,0.89,6.042,Mostly Cloudy,12.69,1021.0,11.23,0.69,1420171200,136,0.0384,10.88,0.14
12.09,partly-cloudy-night,0.82,6.216,Partly Cloudy,12.09,1022.4,7.99,0.47,1420174800,323,0.0226,9.08,0.11
11.2,partly-cloudy-night,0.66,6.216,Partly Cloudy,11.2,1024.1,7.52,0.42,1420178400,335,0.0,5.09,0.0
10.37,partly-cloudy-night,0.67,6.214,Partly Cloudy,10.37,1025.6,7.35,0.45,1420182000,319,0.0,4.58,0.0
9.52,partly-cloudy-night,0.63,6.216,Mostly Cloudy,7.77,1027.5,7.37,0.62,1420185600,294,0.0,2.77,0.0
8.94,clear-day,0.64,6.216,Clear,7.4,1028.9,6.15,0.23,1420189200,335,0.0,2.48,0.0
8.64,clear-day,0.64,6.216,Clear,6.8,1030.3,6.97,0.19,1420192800,328,0.0,2.22,0.0
9.12,clear-day,0.6,6.216,Clear,7.39,1031.0,6.96,0.19,1420196400,319,0.0,1.78,0.0
9.14,clear-day,0.56,6.216,Clear,7.32,1031.3,7.29,0.19,1420200000,345,0.0,0.85,0.0
9.03,clear-day,0.55,6.216,Clear,6.37,1031.3,11.27,0.19,1420203600,343,0.0,0.55,0.0
9.26,clear-day,0.55,6.216,Clear,7.18,1031.8,8.53,0.19,1420207200,329,0.0,0.7,0.0
8.97,clear-day,0.56,6.216,Clear,7.04,1032.5,7.61,0.2,1420210800,336,0.0,0.66,0.0
7.91,clear-night,0.61,6.216,Clear,6.82,1033.6,4.3,0.19,1420214400,62,0.0,0.75,0.0
7.41,partly-cloudy-night,0.64,6.216,Mostly Cloudy,7.41,1033.8,0.53,0.63,1420218000,255,0.0,1.04,0.0
6.66,cloudy,0.67,6.216,Overcast,6.66,1034.5,0.4,0.88,1420221600,241,0.0,0.94,0.0
5.71,cloudy,0.71,6.216,Overcast,5.71,1034.8,0.5,0.88,1420225200,242,0.0,0.85,0.0
5.52,cloudy,0.72,6.216,Overcast,5.52,1035.0,0.5,0.88,1420228800,237,0.0,0.89,0.0
5.68,cloudy,0.72,6.216,Overcast,5.68,1034.9,2.5,1.0,1420232400,337,0.0,1.09,0.0
5.53,clear-night,0.72,6.216,Clear,5.53,1034.4,0.45,0.24,1420236000,242,0.0,0.84,0.0
5.48,clear-night,0.73,6.216,Clear,5.48,1033.8,0.35,0.24,1420239600,241,0.0,1.05,0.0
5.26,clear-night,0.75,6.216,Clear,5.26,1033.0,0.45,0.24,1420243200,230,0.0,1.1,0.0
5.56,clear-night,0.73,6.216,Clear,5.56,1032.0,0.47,0.24,1420246800,233,0.0,1.09,0.0
5.8,clear-night,0.72,6.216,Clear,5.04,1030.4,3.04,0.24,1420250400,212,0.0,1.23,0.0
6.4,clear-night,0.7,6.216,Clear,6.4,1029.2,0.58,0.24,1420254000,215,0.0,1.39,0.0
6.76,partly-cloudy-night,0.69,6.189,Mostly Cloudy,6.76,1028.5,2.81,0.67,1420257600,318,0.0,1.46,0.0
5.33,partly-cloudy-night,0.84,3.572,Mostly Cloudy,5.33,1027.3,0.37,0.76,1420261200,272,0.1833,2.93,0.23
4.89,partly-cloudy-night,0.9,3.191,Mostly Cloudy,4.89,1025.5,0.19,0.75,1420264800,159,0.5837,3.37,0.24
4.98,partly-cloudy-night,0.91,3.592,Mostly Cloudy,4.98,1023.7,0.25,0.76,1420268400,100,0.6328,3.61,0.24
5.02,partly-cloudy-night,0.92,4.187,Mostly Cloudy,5.02,1022.0,0.51,0.8,1420272000,107,0.5463,3.85,0.23
5.28,partly-cloudy-day,0.92,4.892,Mostly Cloudy,3.99,1019.8,3.86,0.76,1420275600,103,0.2716,4.11,0.22
5.3,partly-cloudy-day,0.91,2.932,Mostly Cloudy,3.76,1018.8,4.39,0.79,1420279200,92,0.0896,3.93,0.19
5.44,partly-cloudy-day,0.92,2.451,Mostly Cloudy,5.44,1017.1,2.41,0.77,1420282800,120,0.1232,4.2,0.24
5.43,rain,0.93,2.353,Drizzle,5.43,1015.0,2.98,0.81,1420286400,138,0.2141,4.33,0.86
6.27,rain,0.93,2.292,Light Rain,6.27,1014.4,0.39,0.81,1420290000,40,0.334,5.17,0.89
6.36,rain,0.92,2.555,Light Rain,6.36,1015.4,2.94,0.76,1420293600,316,0.25,5.15,0.87
6.34,rain,0.92,2.518,Light Rain,4.83,1017.5,4.71,0.65,1420297200,12,0.277,5.08,0.87
5.98,rain,0.9,5.486,Drizzle,5.98,1019.7,2.42,0.81,1420300800,353,0.2165,4.45,0.86
5.34,rain,0.86,6.189,Drizzle,4.22,1022.0,3.55,0.74,1420304400,318,0.1768,3.2,0.7
4.63,rain,0.87,6.178,Drizzle,4.63,1023.2,0.5,0.76,1420308000,13,0.1022,2.58,0.68
4.46,rain,0.87,6.118,Drizzle,4.46,1024.5,0.18,0.28,1420311600,350,0.1749,2.53,0.69
4.14,rain,0.87,6.05,Drizzle,4.14,1027.0,1.02,0.52,1420315200,317,0.1326,2.13,0.68
3.62,rain,0.88,5.855,Drizzle,3.62,1028.3,2.06,0.37,1420318800,323,0.1706,1.88,0.67
3.29,rain,0.9,5.6,Drizzle,3.29,1029.6,1.37,0.57,1420322400,335,0.128,1.74,0.66
3.49,rain,0.9,4.718,Drizzle,0.94,1030.9,6.03,0.73,1420326000,327,0.0858,1.95,0.67
3.02,rain,0.91,3.09,Drizzle,3.02,1031.3,0.36,0.43,1420329600,304,0.0858,1.64,0.67
2.82,rain,0.92,2.418,Drizzle,2.82,1031.6,1.54,0.48,1420333200,332,0.0843,1.59,0.66
2.31,rain,0.92,2.314,Drizzle,2.31,1032.1,0.19,0.09,1420336800,303,0.174,1.1,0.68
1.25,clear-night,0.95,2.067,Clear,1.25,1033.0,0.15,0.13,1420340400,5,0.0,0.59,0.0
0.89,fog,0.95,0.984,Foggy,0.89,1033.4,0.11,0.14,1420344000,343,0.0,0.22,0.0
1.29,rain,0.91,1.213,Drizzle,1.29,1033.5,0.19,0.31,1420347600,218,0.0843,0.06,0.66
1.04,snow,0.93,0.991,Flurries,1.04,1034.3,0.14,0.28,1420351200,229,0.1295,-0.02,0.67
1.05,snow,0.93,0.252,Flurries,1.05,1034.9,0.16,0.64,1420354800,237,0.0431,0.1,0.67
1.4,fog,0.94,0.292,Foggy,1.4,1035.7,0.18,0.99,1420358400,237,0.0,0.5,0.0
1.84,rain,0.94,0.563,Drizzle,1.84,1036.3,0.22,0.99,1420362000,227,0.1711,0.91,0.67
2.09,fog,0.94,1.171,Foggy,2.09,1037.1,0.38,0.84,1420365600,238,0.0,1.2,0.0
2.15,rain,0.94,1.822,Drizzle,2.15,1037.4,1.56,0.8,1420369200,276,0.1256,1.23,0.65
2.34,rain,0.93,2.185,Drizzle,2.34,1037.4,0.42,0.84,1420372800,248,0.0435,1.3,0.67
2.72,partly-cloudy-day,0.91,2.388,Mostly Cloudy,2.72,1037.1,1.52,0.84,1420376400,325,0.0,1.42,0.0
3.09,rain,0.9,3.649,Drizzle,3.09,1036.7,0.47,0.84,1420380000,226,0.0427,1.63,0.66
2.89,rain,0.9,3.027,Drizzle,2.89,1036.6,0.31,0.87,1420383600,227,0.1293,1.39,0.67
2.63,partly-cloudy-night,0.9,2.523,Mostly Cloudy,2.63,1036.8,2.78,0.84,1420387200,251,0.0,1.21,0.0
2.65,rain,0.92,2.187,Drizzle,2.65,1036.6,0.72,0.84,1420390800,148,0.1331,1.44,0.69
2.83,rain,0.92,1.744,Drizzle,2.83,1036.0,0.36,0.84,1420394400,210,0.0458,1.71,0.69
2.77,partly-cloudy-night,0.93,2.182,Mostly Cloudy,2.77,1035.9,0.33,0.71,1420398000,205,0.0,1.76,0.0
2.56,partly-cloudy-night,0.93,2.043,Mostly Cloudy,2.56,1035.7,0.29,0.77,1420401600,168,0.0,1.55,0.0
2.63,rain,0.93,2.051,Drizzle,2.63,1035.5,0.22,0.77,1420405200,169,0.1318,1.63,0.68
2.93,rain,0.93,2.788,Drizzle,2.93,1035.2,0.2,0.77,1420408800,130,0.0447,1.88,0.68
3.46,cloudy,0.92,3.246,Overcast,3.46,1034.8,0.25,0.95,1420412400,136,0.0,2.3,0.0
