temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
36.23,rain,0.69,9.997,Possible Drizzle,36.23,1016.8,1.87,1.0,1451624400,282.0,0.0023,27.17,0.33
36.3,rain,0.69,9.997,Possible Drizzle,33.35,1016.1,3.71,1.0,1451628000,288.0,0.0024,26.95,0.31
35.96,rain,0.68,9.997,Possible Drizzle,33.15,1015.8,3.53,0.82,1451631600,296.0,0.002,26.43,0.27
34.92,rain,0.71,9.997,Possible Drizzle,34.92,1015.8,1.52,0.88,1451635200,271.0,0.001,26.55,0.25
35.46,cloudy,0.71,9.997,Overcast,35.46,1015.8,1.92,1.0,1451638800,286.0,0.0013,26.87,0.2
35.29,cloudy,0.72,9.997,Overcast,32.32,1015.5,3.59,0.93,1451642400,301.0,0.0006,27.22,0.09
34.88,cloudy,0.73,9.997,Overcast,34.88,1015.5,1.63,1.0,1451646000,270.0,0.0021,27.05,0.24
35.1,cloudy,0.72,9.997,Overcast,35.1,1015.6,1.59,1.0,1451649600,274.0,0.0,27.06,0.0
35.37,cloudy,0.72,9.997,Overcast,35.37,1015.6,1.86,1.0,1451653200,275.0,0.001,27.27,0.18
35.61,cloudy,0.71,9.997,Overcast,35.61,1015.7,1.9,1.0,1451656800,268.0,0.0008,27.08,0.16
37.08,rain,0.68,9.997,Possible Drizzle,34.77,1015.7,3.23,0.88,1451660400,256.0,0.0019,27.56,0.28
38.06,rain,0.64,9.997,Possible Drizzle,35.23,1015.1,3.85,1.0,1451664000,246.0,0.0058,27.12,0.36
37.31,rain,0.65,9.997,Possible Drizzle,34.46,1014.2,3.76,1.0,1451667600,269.0,0.0064,26.7,0.41
37.4,rain,0.65,9.997,Possible Drizzle,35.17,1013.5,3.21,1.0,1451671200,284.0,0.0057,26.78,0.41
37.14,rain,0.66,9.997,Possible Drizzle,37.14,1012.8,2.49,1.0,1451674800,271.0,0.0053,26.7,0.39
37.04,rain,0.65,9.997,Possible Drizzle,37.04,1012.5,1.6,1.0,1451678400,244.0,0.0045,26.51,0.39
36.2,rain,0.67,9.715,Possible Drizzle,33.54,1012.4,3.43,0.88,1451682000,257.0,0.0026,26.47,0.32
35.09,rain,0.72,9.432,Possible Drizzle,35.09,1012.6,1.56,0.88,1451685600,256.0,0.0015,27.03,0.26
34.2,cloudy,0.76,9.715,Overcast,34.2,1012.9,2.25,0.94,1451689200,279.0,0.002,27.27,0.2
32.45,cloudy,0.81,8.57,Overcast,28.84,1013.6,3.79,0.88,1451692800,275.0,0.0005,27.28,0.15
32.48,cloudy,0.74,9.759,Overcast,28.27,1013.8,4.34,1.0,1451696400,280.0,0.0003,25.12,0.07
30.98,clear-night,0.71,9.997,Clear,30.98,1014.0,2.56,0.17,1451700000,321.0,0.0003,22.54,0.05
29.87,clear-night,0.71,9.997,Clear,29.87,1013.8,1.79,0.27,1451703600,269.0,0.0,21.5,0.0
29.64,partly-cloudy-night,0.69,9.997,Partly Cloudy,25.22,1014.0,4.11,0.37,1451707200,289.0,0.0,20.84,0.0
29.57,partly-cloudy-night,0.67,9.997,Partly Cloudy,29.57,1014.2,1.68,0.39,1451710800,274.0,0.0,20.09,0.0
29.8,clear-night,0.66,9.997,Clear,29.8,1014.2,2.0,0.14,1451714400,288.0,0.0,19.9,0.0
28.46,clear-night,0.69,9.997,Clear,28.46,1014.2,1.53,0.26,1451718000,275.0,0.0,19.42,0.0
28.83,cloudy,0.7,9.997,Overcast,28.83,1014.4,1.46,0.93,1451721600,280.0,0.0,20.33,0.0
29.72,partly-cloudy-night,0.71,9.997,Mostly Cloudy,29.72,1014.1,1.62,0.87,1451725200,251.0,0.0,21.6,0.0
29.53,partly-cloudy-night,0.72,9.997,Mostly Cloudy,29.53,1014.3,2.62,0.69,1451728800,255.0,0.0,21.65,0.0
29.71,partly-cloudy-night,0.73,9.997,Mostly Cloudy,29.71,1014.7,1.19,0.81,1451732400,261.0,0.0,22.18,0.0
28.82,partly-cloudy-night,0.72,9.997,Mostly Cloudy,28.82,1015.1,2.96,0.61,1451736000,266.0,0.0,20.91,0.0
27.95,partly-cloudy-day,0.72,9.997,Partly Cloudy,27.95,1015.5,1.2,0.5,1451739600,250.0,0.0,20.1,0.0
30.33,clear-day,0.68,9.997,Clear,30.33,1016.0,1.63,0.23,1451743200,239.0,0.0,20.92,0.0
32.6,partly-cloudy-day,0.63,9.997,Partly Cloudy,32.6,1016.1,2.82,0.36,1451746800,265.0,0.0,21.3,0.0
34.56,partly-cloudy-day,0.59,9.997,Partly Cloudy,31.03,1015.8,4.0,0.44,1451750400,239.0,0.0005,21.73,0.08
35.78,rain,0.56,9.997,Possible Drizzle,33.17,1014.7,3.35,0.48,1451754000,275.0,0.0018,21.61,0.29
36.89,rain,0.52,9.997,Possible Drizzle,33.93,1014.3,3.8,0.48,1451757600,289.0,0.0023,21.05,0.43
36.54,rain,0.49,9.997,Possible Drizzle,31.95,1013.6,5.58,0.66,1451761200,272.0,0.0035,19.35,0.45
34.93,rain,0.55,9.997,Possible Drizzle,29.57,1013.9,6.21,0.84,1451764800,296.0,0.002,20.38,0.34
34.12,cloudy,0.62,9.997,Overcast,30.31,1014.4,4.2,1.0,1451768400,260.0,0.0005,22.36,0.08
33.7,cloudy,0.64,9.997,Overcast,33.7,1014.2,2.14,1.0,1451772000,277.0,0.0002,22.72,0.04
33.24,cloudy,0.65,9.997,Overcast,33.24,1014.1,1.75,1.0,1451775600,261.0,0.0,22.79,0.0
32.99,cloudy,0.66,9.997,Overcast,32.99,1014.4,1.78,1.0,1451779200,239.0,0.0,23.0,0.0
32.69,cloudy,0.67,9.997,Overcast,32.69,1014.2,1.3,1.0,1451782800,222.0,0.0,23.08,0.0
33.12,cloudy,0.66,9.997,Overcast,33.12,1013.8,1.74,1.0,1451786400,221.0,0.0,22.9,0.0
33.04,cloudy,0.67,9.997,Overcast,33.04,1012.9,1.65,1.0,1451790000,217.0,0.0,23.18,0.0
32.91,cloudy,0.66,9.997,Overcast,32.91,1012.5,2.57,1.0,1451793600,218.0,0.0,22.96,0.0
