"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20190215_20190301.csv"
"C","Report for: 02/15/2019 - 03/01/2019"
"C","Report generated: 06/18/2021 12:13:27 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","02/15/2019","01",12488.42
"D","02/15/2019","02",12405.9
"D","02/15/2019","03",12275.5
"D","02/15/2019","04",12274.13
"D","02/15/2019","05",12350.39
"D","02/15/2019","06",13014.16
"D","02/15/2019","07",14337.37
"D","02/15/2019","08",15151.67
"D","02/15/2019","09",15226.24
"D","02/15/2019","10",15115.86
"D","02/15/2019","11",15264.89
"D","02/15/2019","12",15191.37
"D","02/15/2019","13",15121.85
"D","02/15/2019","14",14931.61
"D","02/15/2019","15",14652.86
"D","02/15/2019","16",14577.84
"D","02/15/2019","17",14903.79
"D","02/15/2019","18",15575.64
"D","02/15/2019","19",15613.33
"D","02/15/2019","20",15101.1
"D","02/15/2019","21",14495.66
"D","02/15/2019","22",13960.47
"D","02/15/2019","23",13039.18
"D","02/15/2019","24",12366.24
"D","02/16/2019","01",12013.65
"D","02/16/2019","02",11900.16
"D","02/16/2019","03",11742.34
"D","02/16/2019","04",11702.59
"D","02/16/2019","05",11874.04
"D","02/16/2019","06",11952.24
"D","02/16/2019","07",12291.43
"D","02/16/2019","08",12913.46
"D","02/16/2019","09",13156.59
"D","02/16/2019","10",12797.84
"D","02/16/2019","11",12528.42
"D","02/16/2019","12",12288.49
"D","02/16/2019","13",12055.87
"D","02/16/2019","14",11853.37
"D","02/16/2019","15",11950.07
"D","02/16/2019","16",12478.88
"D","02/16/2019","17",13289.44
"D","02/16/2019","18",14551.45
"D","02/16/2019","19",15056.22
"D","02/16/2019","20",14779.58
"D","02/16/2019","21",14388.05
"D","02/16/2019","22",13833.23
"D","02/16/2019","23",13114.4
"D","02/16/2019","24",12489.71
"D","02/17/2019","01",12155.02
"D","02/17/2019","02",11859.52
"D","02/17/2019","03",11720.53
"D","02/17/2019","04",11700.4
"D","02/17/2019","05",11839.55
"D","02/17/2019","06",12200.98
"D","02/17/2019","07",12595.11
"D","02/17/2019","08",12858.68
"D","02/17/2019","09",12733.33
"D","02/17/2019","10",12435.05
"D","02/17/2019","11",12151.55
"D","02/17/2019","12",12158.88
"D","02/17/2019","13",11747.88
"D","02/17/2019","14",11801.84
"D","02/17/2019","15",12098.83
"D","02/17/2019","16",12685.07
"D","02/17/2019","17",13761.79
"D","02/17/2019","18",15117.34
"D","02/17/2019","19",15596.08
"D","02/17/2019","20",15233.41
"D","02/17/2019","21",14710.65
"D","02/17/2019","22",13947.06
"D","02/17/2019","23",13049.04
"D","02/17/2019","24",12266.5
"D","02/18/2019","01",12078.14
"D","02/18/2019","02",12206.17
"D","02/18/2019","03",12283.53
"D","02/18/2019","04",12467.51
"D","02/18/2019","05",12424.04
"D","02/18/2019","06",12834.95
"D","02/18/2019","07",13495.48
"D","02/18/2019","08",14374.6
"D","02/18/2019","09",15119.95
"D","02/18/2019","10",15712.3
"D","02/18/2019","11",16083.13
"D","02/18/2019","12",16211.64
"D","02/18/2019","13",16157.5
"D","02/18/2019","14",16008.34
"D","02/18/2019","15",15809.0
"D","02/18/2019","16",15789.43
"D","02/18/2019","17",16088.12
"D","02/18/2019","18",16891.85
"D","02/18/2019","19",17166.82
"D","02/18/2019","20",16685.77
"D","02/18/2019","21",16066.5
"D","02/18/2019","22",15200.29
"D","02/18/2019","23",14176.77
"D","02/18/2019","24",13338.62
"D","02/19/2019","01",13041.04
"D","02/19/2019","02",13041.57
"D","02/19/2019","03",13240.72
"D","02/19/2019","04",13339.42
"D","02/19/2019","05",13598.57
"D","02/19/2019","06",14158.04
"D","02/19/2019","07",15466.14
"D","02/19/2019","08",16354.5
"D","02/19/2019","09",16450.17
"D","02/19/2019","10",16219.31
"D","02/19/2019","11",15934.64
"D","02/19/2019","12",15600.3
"D","02/19/2019","13",15806.92
"D","02/19/2019","14",15750.21
"D","02/19/2019","15",15596.36
"D","02/19/2019","16",15743.55
"D","02/19/2019","17",15915.56
"D","02/19/2019","18",16986.58
"D","02/19/2019","19",17508.8
"D","02/19/2019","20",17194.71
"D","02/19/2019","21",16629.18
"D","02/19/2019","22",15760.14
"D","02/19/2019","23",14833.66
"D","02/19/2019","24",13951.17
"D","02/20/2019","01",13354.29
"D","02/20/2019","02",13049.51
"D","02/20/2019","03",13166.41
"D","02/20/2019","04",13292.04
"D","02/20/2019","05",13539.4
"D","02/20/2019","06",14145.62
"D","02/20/2019","07",15665.19
"D","02/20/2019","08",16496.33
"D","02/20/2019","09",16615.34
"D","02/20/2019","10",16520.41
"D","02/20/2019","11",16384.12
"D","02/20/2019","12",16353.94
"D","02/20/2019","13",16260.62
"D","02/20/2019","14",16271.23
"D","02/20/2019","15",16148.96
"D","02/20/2019","16",16194.09
"D","02/20/2019","17",16584.44
"D","02/20/2019","18",17466.61
"D","02/20/2019","19",17727.65
"D","02/20/2019","20",17272.1
"D","02/20/2019","21",16574.76
"D","02/20/2019","22",15649.49
"D","02/20/2019","23",14699.99
"D","02/20/2019","24",13672.03
"D","02/21/2019","01",12988.02
"D","02/21/2019","02",12612.69
"D","02/21/2019","03",12675.84
"D","02/21/2019","04",12408.73
"D","02/21/2019","05",12643.72
"D","02/21/2019","06",13221.31
"D","02/21/2019","07",14520.94
"D","02/21/2019","08",15443.58
"D","02/21/2019","09",15901.57
"D","02/21/2019","10",15901.86
"D","02/21/2019","11",15515.24
"D","02/21/2019","12",14918.3
"D","02/21/2019","13",14301.56
"D","02/21/2019","14",14281.84
"D","02/21/2019","15",14111.71
"D","02/21/2019","16",14269.92
"D","02/21/2019","17",14705.64
"D","02/21/2019","18",15693.15
"D","02/21/2019","19",16199.74
"D","02/21/2019","20",15834.57
"D","02/21/2019","21",15255.22
"D","02/21/2019","22",14629.98
"D","02/21/2019","23",13830.45
"D","02/21/2019","24",13125.41
"D","02/22/2019","01",12786.02
"D","02/22/2019","02",12932.28
"D","02/22/2019","03",12755.78
"D","02/22/2019","04",12701.83
"D","02/22/2019","05",12796.03
