"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180302_20180316.csv"
"C","Report for: 03/02/2018 - 03/16/2018"
"C","Report generated: 06/18/2021 14:05:29 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","03/02/2018","01",11055.82
"D","03/02/2018","02",10784.48
"D","03/02/2018","03",10799.85
"D","03/02/2018","04",10863.17
"D","03/02/2018","05",11068.8
"D","03/02/2018","06",11845.86
"D","03/02/2018","07",13290.92
"D","03/02/2018","08",14437.74
"D","03/02/2018","09",14998.13
"D","03/02/2018","10",15349.22
"D","03/02/2018","11",15590.16
"D","03/02/2018","12",15663.05
"D","03/02/2018","13",15590.62
"D","03/02/2018","14",15453.74
"D","03/02/2018","15",15184.51
"D","03/02/2018","16",15000.4
"D","03/02/2018","17",15122.5
"D","03/02/2018","18",15472.0
"D","03/02/2018","19",15359.92
"D","03/02/2018","20",14649.76
"D","03/02/2018","21",14033.88
"D","03/02/2018","22",13285.5
"D","03/02/2018","23",12356.03
"D","03/02/2018","24",11461.0
"D","03/03/2018","01",10810.38
"D","03/03/2018","02",10695.45
"D","03/03/2018","03",10743.2
"D","03/03/2018","04",10937.58
"D","03/03/2018","05",11051.6
"D","03/03/2018","06",11106.04
"D","03/03/2018","07",11526.85
"D","03/03/2018","08",12189.09
"D","03/03/2018","09",12736.6
"D","03/03/2018","10",12874.62
"D","03/03/2018","11",12874.65
"D","03/03/2018","12",12871.79
"D","03/03/2018","13",12787.47
"D","03/03/2018","14",12605.67
"D","03/03/2018","15",12765.35
"D","03/03/2018","16",12844.3
"D","03/03/2018","17",13063.72
"D","03/03/2018","18",13835.17
"D","03/03/2018","19",14302.87
"D","03/03/2018","20",13973.24
"D","03/03/2018","21",13555.04
"D","03/03/2018","22",12958.09
"D","03/03/2018","23",12185.65
"D","03/03/2018","24",11622.33
"D","03/04/2018","01",11042.13
"D","03/04/2018","02",10799.89
"D","03/04/2018","03",10457.36
"D","03/04/2018","04",10606.36
"D","03/04/2018","05",10698.9
"D","03/04/2018","06",10948.7
"D","03/04/2018","07",11145.9
"D","03/04/2018","08",11876.9
"D","03/04/2018","09",12439.69
"D","03/04/2018","10",12578.55
"D","03/04/2018","11",12846.08
"D","03/04/2018","12",12955.56
"D","03/04/2018","13",12932.42
"D","03/04/2018","14",12921.96
"D","03/04/2018","15",12995.66
"D","03/04/2018","16",13227.08
"D","03/04/2018","17",13867.12
"D","03/04/2018","18",14759.12
"D","03/04/2018","19",15271.9
"D","03/04/2018","20",14992.23
"D","03/04/2018","21",14395.26
"D","03/04/2018","22",13531.31
"D","03/04/2018","23",12511.48
"D","03/04/2018","24",11624.76
"D","03/05/2018","01",11325.92
"D","03/05/2018","02",11077.81
"D","03/05/2018","03",10967.44
"D","03/05/2018","04",11266.85
"D","03/05/2018","05",11481.69
"D","03/05/2018","06",12249.46
"D","03/05/2018","07",13877.86
"D","03/05/2018","08",14896.29
"D","03/05/2018","09",15147.38
"D","03/05/2018","10",15207.23
"D","03/05/2018","11",15137.63
"D","03/05/2018","12",14776.71
"D","03/05/2018","13",14379.26
"D","03/05/2018","14",14436.6
"D","03/05/2018","15",14304.68
"D","03/05/2018","16",14442.38
"D","03/05/2018","17",14578.18
"D","03/05/2018","18",15526.64
"D","03/05/2018","19",16322.44
"D","03/05/2018","20",16016.94
"D","03/05/2018","21",15412.09
"D","03/05/2018","22",14436.17
"D","03/05/2018","23",13230.32
"D","03/05/2018","24",12215.7
"D","03/06/2018","01",11918.93
"D","03/06/2018","02",12028.27
"D","03/06/2018","03",12070.7
"D","03/06/2018","04",12029.78
"D","03/06/2018","05",12036.23
"D","03/06/2018","06",12551.56
"D","03/06/2018","07",14163.04
"D","03/06/2018","08",14771.04
"D","03/06/2018","09",14428.27
"D","03/06/2018","10",14002.08
"D","03/06/2018","11",13997.67
"D","03/06/2018","12",14046.53
"D","03/06/2018","13",13670.06
"D","03/06/2018","14",13567.83
"D","03/06/2018","15",13705.03
"D","03/06/2018","16",13972.21
"D","03/06/2018","17",14355.72
"D","03/06/2018","18",15282.2
"D","03/06/2018","19",16067.42
"D","03/06/2018","20",15866.39
"D","03/06/2018","21",15319.36
"D","03/06/2018","22",14368.9
"D","03/06/2018","23",13195.31
"D","03/06/2018","24",12306.67
"D","03/07/2018","01",11715.52
"D","03/07/2018","02",11343.3
