"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180829_20180912.csv"
"C","Report for: 08/29/2018 - 09/12/2018"
"C","Report generated: 06/18/2021 14:07:29 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","08/29/2018","01",18779.65
"D","08/29/2018","02",18238.05
"D","08/29/2018","03",17569.06
"D","08/29/2018","04",17145.6
"D","08/29/2018","05",17142.51
"D","08/29/2018","06",17557.5
"D","08/29/2018","07",18543.86
"D","08/29/2018","08",19349.85
"D","08/29/2018","09",19851.91
"D","08/29/2018","10",20955.73
"D","08/29/2018","11",21980.12
"D","08/29/2018","12",23084.23
"D","08/29/2018","13",23967.59
"D","08/29/2018","14",24719.51
"D","08/29/2018","15",25024.89
"D","08/29/2018","16",25231.94
"D","08/29/2018","17",25572.87
"D","08/29/2018","18",25763.2
"D","08/29/2018","19",25317.23
"D","08/29/2018","20",24930.75
"D","08/29/2018","21",24307.6
"D","08/29/2018","22",22668.05
"D","08/29/2018","23",20768.5
"D","08/29/2018","24",19121.34
"D","08/30/2018","01",18331.61
"D","08/30/2018","02",18010.03
"D","08/30/2018","03",17444.41
"D","08/30/2018","04",17052.3
"D","08/30/2018","05",17111.04
"D","08/30/2018","06",17573.87
"D","08/30/2018","07",18438.41
"D","08/30/2018","08",19035.14
"D","08/30/2018","09",19484.12
"D","08/30/2018","10",20116.94
"D","08/30/2018","11",20825.61
"D","08/30/2018","12",21461.84
"D","08/30/2018","13",21866.37
"D","08/30/2018","14",22304.94
"D","08/30/2018","15",22453.19
"D","08/30/2018","16",22527.97
"D","08/30/2018","17",22530.67
"D","08/30/2018","18",22301.68
"D","08/30/2018","19",21601.05
"D","08/30/2018","20",21006.65
"D","08/30/2018","21",20307.44
"D","08/30/2018","22",18809.91
"D","08/30/2018","23",17001.93
"D","08/30/2018","24",15265.48
"D","08/31/2018","01",14306.51
"D","08/31/2018","02",13716.42
"D","08/31/2018","03",13161.64
"D","08/31/2018","04",13088.65
"D","08/31/2018","05",13067.17
"D","08/31/2018","06",13372.81
"D","08/31/2018","07",13966.78
"D","08/31/2018","08",14737.5
"D","08/31/2018","09",15120.71
"D","08/31/2018","10",15359.3
"D","08/31/2018","11",15515.16
"D","08/31/2018","12",15659.35
"D","08/31/2018","13",15837.64
"D","08/31/2018","14",16064.23
"D","08/31/2018","15",16178.71
"D","08/31/2018","16",16285.85
"D","08/31/2018","17",16337.46
