"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180715_20180729.csv"
"C","Report for: 07/15/2018 - 07/29/2018"
"C","Report generated: 06/18/2021 14:06:58 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","07/15/2018","01",12683.73
"D","07/15/2018","02",12574.1
"D","07/15/2018","03",12432.7
"D","07/15/2018","04",12393.21
"D","07/15/2018","05",12365.76
"D","07/15/2018","06",12178.6
"D","07/15/2018","07",12408.16
"D","07/15/2018","08",12609.84
"D","07/15/2018","09",13229.35
"D","07/15/2018","10",13962.17
"D","07/15/2018","11",14540.43
"D","07/15/2018","12",15373.88
"D","07/15/2018","13",16156.35
"D","07/15/2018","14",16761.06
"D","07/15/2018","15",17286.51
"D","07/15/2018","16",17835.03
"D","07/15/2018","17",18481.04
"D","07/15/2018","18",19125.54
"D","07/15/2018","19",19313.58
"D","07/15/2018","20",18940.28
"D","07/15/2018","21",18597.31
"D","07/15/2018","22",17986.76
"D","07/15/2018","23",16508.51
"D","07/15/2018","24",15038.07
"D","07/16/2018","01",14163.33
"D","07/16/2018","02",13953.93
"D","07/16/2018","03",13983.71
"D","07/16/2018","04",13955.72
"D","07/16/2018","05",14007.22
"D","07/16/2018","06",14039.15
"D","07/16/2018","07",14388.96
"D","07/16/2018","08",15714.89
"D","07/16/2018","09",16671.61
"D","07/16/2018","10",17491.55
"D","07/16/2018","11",18472.73
"D","07/16/2018","12",19453.22
"D","07/16/2018","13",20249.33
"D","07/16/2018","14",21062.08
"D","07/16/2018","15",21555.11
"D","07/16/2018","16",21907.66
"D","07/16/2018","17",22298.92
"D","07/16/2018","18",22557.42
"D","07/16/2018","19",22360.25
"D","07/16/2018","20",21726.06
"D","07/16/2018","21",21168.31
"D","07/16/2018","22",20157.05
"D","07/16/2018","23",18392.2
"D","07/16/2018","24",16651.42
"D","07/17/2018","01",15717.24
"D","07/17/2018","02",15588.64
"D","07/17/2018","03",15380.85
"D","07/17/2018","04",15178.19
"D","07/17/2018","05",15450.57
"D","07/17/2018","06",15790.59
"D","07/17/2018","07",16491.62
"D","07/17/2018","08",17314.14
"D","07/17/2018","09",18300.15
"D","07/17/2018","10",19265.89
"D","07/17/2018","11",20340.26
"D","07/17/2018","12",21224.62
"D","07/17/2018","13",21722.11
"D","07/17/2018","14",22027.06
"D","07/17/2018","15",21486.12
"D","07/17/2018","16",20763.19
"D","07/17/2018","17",20268.88
"D","07/17/2018","18",19934.88
"D","07/17/2018","19",19375.78
"D","07/17/2018","20",18777.7
"D","07/17/2018","21",18364.25
"D","07/17/2018","22",17533.25
"D","07/17/2018","23",16346.17
"D","07/17/2018","24",15136.38
"D","07/18/2018","01",14208.57
"D","07/18/2018","02",14156.88
"D","07/18/2018","03",13886.97
"D","07/18/2018","04",13915.13
"D","07/18/2018","05",13792.26
"D","07/18/2018","06",13880.91
"D","07/18/2018","07",14638.24
"D","07/18/2018","08",15534.58
"D","07/18/2018","09",15788.3
"D","07/18/2018","10",16026.8
"D","07/18/2018","11",16299.37
"D","07/18/2018","12",16561.04
"D","07/18/2018","13",16832.0
"D","07/18/2018","14",17228.19
"D","07/18/2018","15",17567.62
"D","07/18/2018","16",17966.1
"D","07/18/2018","17",18458.09
"D","07/18/2018","18",18766.39
"D","07/18/2018","19",18637.25
"D","07/18/2018","20",18047.6
"D","07/18/2018","21",17361.72
"D","07/18/2018","22",16549.29
"D","07/18/2018","23",14921.85
"D","07/18/2018","24",13310.43
"D","07/19/2018","01",12395.46
"D","07/19/2018","02",12227.02
"D","07/19/2018","03",12042.09
"D","07/19/2018","04",11804.2
"D","07/19/2018","05",11865.98
"D","07/19/2018","06",11886.38
"D","07/19/2018","07",12619.65
"D","07/19/2018","08",13467.67
"D","07/19/2018","09",13963.97
"D","07/19/2018","10",14247.84
"D","07/19/2018","11",14578.68
"D","07/19/2018","12",14890.65
"D","07/19/2018","13",15176.45
"D","07/19/2018","14",15646.93
"D","07/19/2018","15",16096.58
"D","07/19/2018","16",16628.11
"D","07/19/2018","17",17202.2
"D","07/19/2018","18",17702.9
"D","07/19/2018","19",17819.5
"D","07/19/2018","20",17325.54
"D","07/19/2018","21",16797.17
"D","07/19/2018","22",16090.43
"D","07/19/2018","23",14644.34
"D","07/19/2018","24",13151.78
"D","07/20/2018","01",12385.4
"D","07/20/2018","02",11791.19
"D","07/20/2018","03",11787.98
"D","07/20/2018","04",11582.61
"D","07/20/2018","05",11690.48
"D","07/20/2018","06",12186.08
"D","07/20/2018","07",12795.86
"D","07/20/2018","08",13700.55
"D","07/20/2018","09",14424.78
"D","07/20/2018","10",14966.16
"D","07/20/2018","11",15548.16
"D","07/20/2018","12",16033.0
"D","07/20/2018","13",16416.24
"D","07/20/2018","14",16948.54
"D","07/20/2018","15",17347.42
"D","07/20/2018","16",17757.68
"D","07/20/2018","17",18218.61
"D","07/20/2018","18",18496.12
"D","07/20/2018","19",18287.26
"D","07/20/2018","20",17617.81
"D","07/20/2018","21",17009.29
"D","07/20/2018","22",16303.84
"D","07/20/2018","23",14987.67
"D","07/20/2018","24",13483.96
"D","07/21/2018","01",12358.45
"D","07/21/2018","02",11627.16
"D","07/21/2018","03",11852.15
"D","07/21/2018","04",11810.39
"D","07/21/2018","05",11696.28
"D","07/21/2018","06",11738.28
"D","07/21/2018","07",12143.81
"D","07/21/2018","08",12459.57
"D","07/21/2018","09",12830.54
"D","07/21/2018","10",13066.47
"D","07/21/2018","11",13343.5
