"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180317_20180331.csv"
"C","Report for: 03/17/2018 - 03/31/2018"
"C","Report generated: 06/18/2021 14:05:38 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","03/17/2018","01",12353.13
"D","03/17/2018","02",12175.75
"D","03/17/2018","03",12245.67
"D","03/17/2018","04",12160.94
"D","03/17/2018","05",12121.76
"D","03/17/2018","06",12139.9
"D","03/17/2018","07",12861.92
"D","03/17/2018","08",13548.09
"D","03/17/2018","09",13920.1
"D","03/17/2018","10",13800.24
"D","03/17/2018","11",13560.86
"D","03/17/2018","12",13291.38
"D","03/17/2018","13",12935.43
"D","03/17/2018","14",12804.92
"D","03/17/2018","15",12884.1
"D","03/17/2018","16",12936.6
"D","03/17/2018","17",13284.57
"D","03/17/2018","18",13457.69
"D","03/17/2018","19",14014.88
"D","03/17/2018","20",14732.27
"D","03/17/2018","21",14685.28
"D","03/17/2018","22",14245.08
"D","03/17/2018","23",13534.78
"D","03/17/2018","24",12776.45
"D","03/18/2018","01",12254.89
"D","03/18/2018","02",12245.85
"D","03/18/2018","03",12237.58
"D","03/18/2018","04",12222.24
"D","03/18/2018","05",12080.29
"D","03/18/2018","06",12379.41
"D","03/18/2018","07",12722.96
"D","03/18/2018","08",13263.64
"D","03/18/2018","09",13563.21
"D","03/18/2018","10",13520.78
"D","03/18/2018","11",13334.59
"D","03/18/2018","12",13181.74
"D","03/18/2018","13",12988.85
"D","03/18/2018","14",13020.53
"D","03/18/2018","15",13092.0
"D","03/18/2018","16",12914.85
"D","03/18/2018","17",13304.6
"D","03/18/2018","18",14138.38
"D","03/18/2018","19",14744.0
"D","03/18/2018","20",15547.05
"D","03/18/2018","21",15358.6
"D","03/18/2018","22",14607.07
"D","03/18/2018","23",13561.54
"D","03/18/2018","24",12603.67
"D","03/19/2018","01",12289.33
"D","03/19/2018","02",12255.13
"D","03/19/2018","03",12180.18
"D","03/19/2018","04",11864.02
"D","03/19/2018","05",12129.32
"D","03/19/2018","06",13177.5
"D","03/19/2018","07",15036.82
"D","03/19/2018","08",15976.71
"D","03/19/2018","09",15618.68
"D","03/19/2018","10",14985.69
"D","03/19/2018","11",14541.65
"D","03/19/2018","12",14188.51
"D","03/19/2018","13",13849.42
"D","03/19/2018","14",13641.19
"D","03/19/2018","15",13624.5
"D","03/19/2018","16",13593.3
"D","03/19/2018","17",14041.04
"D","03/19/2018","18",14606.11
"D","03/19/2018","19",15400.26
"D","03/19/2018","20",16137.14
"D","03/19/2018","21",15905.53
"D","03/19/2018","22",15024.81
"D","03/19/2018","23",13820.08
"D","03/19/2018","24",12936.81
"D","03/20/2018","01",12537.14
"D","03/20/2018","02",12430.15
"D","03/20/2018","03",12321.74
"D","03/20/2018","04",12320.43
"D","03/20/2018","05",12292.6
"D","03/20/2018","06",13235.46
"D","03/20/2018","07",15059.24
"D","03/20/2018","08",15926.22
"D","03/20/2018","09",15498.13
"D","03/20/2018","10",14844.79
"D","03/20/2018","11",14323.17
"D","03/20/2018","12",13964.76
"D","03/20/2018","13",14071.23
"D","03/20/2018","14",13919.3
"D","03/20/2018","15",13801.61
"D","03/20/2018","16",13849.74
"D","03/20/2018","17",14141.38
"D","03/20/2018","18",14796.44
"D","03/20/2018","19",15367.76
"D","03/20/2018","20",15854.68
"D","03/20/2018","21",15517.15
"D","03/20/2018","22",14624.07
"D","03/20/2018","23",13416.31
