"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180131_20180214.csv"
"C","Report for: 01/31/2018 - 02/14/2018"
"C","Report generated: 06/18/2021 14:05:06 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/31/2018","01",13210.52
"D","01/31/2018","02",13125.14
"D","01/31/2018","03",13058.35
"D","01/31/2018","04",13124.0
"D","01/31/2018","05",13574.03
"D","01/31/2018","06",14430.23
"D","01/31/2018","07",16243.68
"D","01/31/2018","08",17166.71
"D","01/31/2018","09",16943.0
"D","01/31/2018","10",16391.7
"D","01/31/2018","11",15934.17
"D","01/31/2018","12",15522.1
"D","01/31/2018","13",15233.64
"D","01/31/2018","14",15084.71
"D","01/31/2018","15",15205.41
"D","01/31/2018","16",15894.48
"D","01/31/2018","17",16542.71
"D","01/31/2018","18",17796.12
"D","01/31/2018","19",17938.3
"D","01/31/2018","20",17527.35
"D","01/31/2018","21",16864.23
"D","01/31/2018","22",15833.29
"D","01/31/2018","23",14536.59
"D","01/31/2018","24",13568.04
"D","02/01/2018","01",12936.42
"D","02/01/2018","02",12519.73
"D","02/01/2018","03",12294.03
"D","02/01/2018","04",12284.24
"D","02/01/2018","05",12610.23
"D","02/01/2018","06",13393.47
"D","02/01/2018","07",15077.74
"D","02/01/2018","08",16031.12
"D","02/01/2018","09",16150.71
"D","02/01/2018","10",16076.07
"D","02/01/2018","11",15827.06
"D","02/01/2018","12",15496.88
"D","02/01/2018","13",15229.62
"D","02/01/2018","14",15189.92
"D","02/01/2018","15",15302.95
"D","02/01/2018","16",15569.41
"D","02/01/2018","17",16013.58
"D","02/01/2018","18",16902.86
"D","02/01/2018","19",16872.02
"D","02/01/2018","20",16469.16
"D","02/01/2018","21",15842.48
"D","02/01/2018","22",15165.83
"D","02/01/2018","23",14401.07
"D","02/01/2018","24",13616.92
"D","02/02/2018","01",12958.7
"D","02/02/2018","02",12692.77
"D","02/02/2018","03",12629.45
"D","02/02/2018","04",12657.01
"D","02/02/2018","05",12991.65
"D","02/02/2018","06",13373.53
"D","02/02/2018","07",14943.56
"D","02/02/2018","08",15699.14
"D","02/02/2018","09",16202.92
"D","02/02/2018","10",16349.17
"D","02/02/2018","11",16256.1
"D","02/02/2018","12",15930.79
"D","02/02/2018","13",15658.98
"D","02/02/2018","14",15651.58
"D","02/02/2018","15",15752.44
"D","02/02/2018","16",16046.44
"D","02/02/2018","17",16765.7
"D","02/02/2018","18",17866.71
"D","02/02/2018","19",18089.95
"D","02/02/2018","20",17812.88
"D","02/02/2018","21",17405.73
"D","02/02/2018","22",16722.96
"D","02/02/2018","23",15774.45
"D","02/02/2018","24",14825.69
"D","02/03/2018","01",14173.5
"D","02/03/2018","02",13789.09
"D","02/03/2018","03",13607.39
"D","02/03/2018","04",13562.17
"D","02/03/2018","05",13717.0
"D","02/03/2018","06",14149.28
"D","02/03/2018","07",14881.53
"D","02/03/2018","08",15606.42
"D","02/03/2018","09",16034.18
"D","02/03/2018","10",16011.04
"D","02/03/2018","11",15721.92
"D","02/03/2018","12",15347.44
"D","02/03/2018","13",14935.06
"D","02/03/2018","14",14666.01
"D","02/03/2018","15",14895.94
"D","02/03/2018","16",15153.46
"D","02/03/2018","17",15842.22
"D","02/03/2018","18",17023.4
"D","02/03/2018","19",17195.14
"D","02/03/2018","20",16776.86
"D","02/03/2018","21",16288.73
"D","02/03/2018","22",15589.38
"D","02/03/2018","23",14671.18
"D","02/03/2018","24",13755.04
"D","02/04/2018","01",13294.25
"D","02/04/2018","02",12822.11
"D","02/04/2018","03",12608.11
"D","02/04/2018","04",12664.6
"D","02/04/2018","05",12671.19
"D","02/04/2018","06",12872.52
"D","02/04/2018","07",13157.04
"D","02/04/2018","08",13652.37
"D","02/04/2018","09",14231.88
"D","02/04/2018","10",14680.56
"D","02/04/2018","11",14753.48
"D","02/04/2018","12",14806.38
"D","02/04/2018","13",15079.2
"D","02/04/2018","14",15209.96
"D","02/04/2018","15",15477.57
"D","02/04/2018","16",15687.42
"D","02/04/2018","17",16040.91
"D","02/04/2018","18",16585.89
"D","02/04/2018","19",15884.89
"D","02/04/2018","20",14889.1
"D","02/04/2018","21",14375.1
"D","02/04/2018","22",13950.66
"D","02/04/2018","23",13762.19
"D","02/04/2018","24",12947.84
"D","02/05/2018","01",12494.26
"D","02/05/2018","02",12277.29
"D","02/05/2018","03",12359.0
"D","02/05/2018","04",12312.89
"D","02/05/2018","05",12383.57
"D","02/05/2018","06",12930.52
"D","02/05/2018","07",14157.86
"D","02/05/2018","08",14704.06
"D","02/05/2018","09",14781.16
"D","02/05/2018","10",14733.71
"D","02/05/2018","11",14798.84
"D","02/05/2018","12",14536.12
"D","02/05/2018","13",14219.84
"D","02/05/2018","14",14072.61
"D","02/05/2018","15",14077.57
"D","02/05/2018","16",14668.39
"D","02/05/2018","17",15757.55
"D","02/05/2018","18",17199.72
"D","02/05/2018","19",17602.56
"D","02/05/2018","20",17259.08
"D","02/05/2018","21",16674.58
"D","02/05/2018","22",15680.99
"D","02/05/2018","23",14452.89
"D","02/05/2018","24",13462.21
"D","02/06/2018","01",12848.25
"D","02/06/2018","02",12779.17
"D","02/06/2018","03",12642.68
"D","02/06/2018","04",12660.37
"D","02/06/2018","05",12977.55
"D","02/06/2018","06",13760.29
"D","02/06/2018","07",15529.82
"D","02/06/2018","08",16511.31
"D","02/06/2018","09",16614.85
"D","02/06/2018","10",16622.89
"D","02/06/2018","11",16534.42
"D","02/06/2018","12",16099.29
"D","02/06/2018","13",15700.66
"D","02/06/2018","14",15796.38
"D","02/06/2018","15",15717.63
"D","02/06/2018","16",15561.5
"D","02/06/2018","17",16151.86
"D","02/06/2018","18",17294.49
"D","02/06/2018","19",17576.78
"D","02/06/2018","20",17189.85
"D","02/06/2018","21",16591.24
"D","02/06/2018","22",15649.2
"D","02/06/2018","23",14468.73
"D","02/06/2018","24",13418.8
"D","02/07/2018","01",13183.96
"D","02/07/2018","02",13302.28
"D","02/07/2018","03",13181.39
"D","02/07/2018","04",13229.98
"D","02/07/2018","05",13601.4
"D","02/07/2018","06",14271.73
"D","02/07/2018","07",15340.6
"D","02/07/2018","08",16216.72
"D","02/07/2018","09",16492.37
"D","02/07/2018","10",16724.06
"D","02/07/2018","11",17139.47
"D","02/07/2018","12",17434.66
"D","02/07/2018","13",17511.41
"D","02/07/2018","14",17437.87
"D","02/07/2018","15",17222.21
"D","02/07/2018","16",17141.6
"D","02/07/2018","17",17480.71
"D","02/07/2018","18",18176.43
"D","02/07/2018","19",17923.36
"D","02/07/2018","20",17197.46
"D","02/07/2018","21",16289.87
"D","02/07/2018","22",15161.18
"D","02/07/2018","23",13925.1
"D","02/07/2018","24",13308.07
"D","02/08/2018","01",13130.84
"D","02/08/2018","02",12838.62
"D","02/08/2018","03",12829.75
"D","02/08/2018","04",12989.44
"D","02/08/2018","05",13032.72
"D","02/08/2018","06",13565.46
"D","02/08/2018","07",15244.94
"D","02/08/2018","08",16226.54
"D","02/08/2018","09",16377.73
"D","02/08/2018","10",16012.19
"D","02/08/2018","11",15631.06
"D","02/08/2018","12",15377.93
