"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20181013_20181027.csv"
"C","Report for: 10/13/2018 - 10/27/2018"
"C","Report generated: 06/18/2021 14:08:00 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","10/13/2018","01",10820.1
"D","10/13/2018","02",10458.62
"D","10/13/2018","03",10217.87
"D","10/13/2018","04",10098.85
"D","10/13/2018","05",10153.09
"D","10/13/2018","06",10345.71
"D","10/13/2018","07",10925.6
"D","10/13/2018","08",11227.08
"D","10/13/2018","09",11807.04
"D","10/13/2018","10",12470.61
"D","10/13/2018","11",12768.63
"D","10/13/2018","12",12769.02
"D","10/13/2018","13",12478.99
"D","10/13/2018","14",12099.02
"D","10/13/2018","15",11711.9
"D","10/13/2018","16",11567.53
"D","10/13/2018","17",11838.18
"D","10/13/2018","18",12532.09
"D","10/13/2018","19",13232.34
"D","10/13/2018","20",13212.36
"D","10/13/2018","21",12774.09
"D","10/13/2018","22",12202.89
"D","10/13/2018","23",11436.32
"D","10/13/2018","24",10884.21
"D","10/14/2018","01",10442.53
"D","10/14/2018","02",9956.68
"D","10/14/2018","03",9798.27
"D","10/14/2018","04",9921.41
"D","10/14/2018","05",9958.92
"D","10/14/2018","06",10220.23
"D","10/14/2018","07",10559.89
"D","10/14/2018","08",10942.46
"D","10/14/2018","09",11173.5
"D","10/14/2018","10",11301.4
"D","10/14/2018","11",10998.05
"D","10/14/2018","12",10995.94
"D","10/14/2018","13",10820.88
"D","10/14/2018","14",10660.2
"D","10/14/2018","15",10959.13
"D","10/14/2018","16",11237.36
"D","10/14/2018","17",11908.32
"D","10/14/2018","18",12866.18
"D","10/14/2018","19",13762.99
"D","10/14/2018","20",13791.26
"D","10/14/2018","21",13212.6
"D","10/14/2018","22",12352.53
"D","10/14/2018","23",11354.95
"D","10/14/2018","24",10646.2
"D","10/15/2018","01",10303.6
"D","10/15/2018","02",9901.66
"D","10/15/2018","03",9999.96
"D","10/15/2018","04",10081.1
"D","10/15/2018","05",10415.29
"D","10/15/2018","06",11128.05
"D","10/15/2018","07",12374.82
"D","10/15/2018","08",13472.14
"D","10/15/2018","09",13894.91
"D","10/15/2018","10",14175.38
"D","10/15/2018","11",14418.62
"D","10/15/2018","12",14450.86
"D","10/15/2018","13",14497.79
"D","10/15/2018","14",14555.03
"D","10/15/2018","15",14350.41
"D","10/15/2018","16",14362.22
"D","10/15/2018","17",14669.64
"D","10/15/2018","18",15189.55
"D","10/15/2018","19",15574.84
"D","10/15/2018","20",15189.61
"D","10/15/2018","21",14445.63
"D","10/15/2018","22",13401.98
"D","10/15/2018","23",12157.58
"D","10/15/2018","24",11290.7
"D","10/16/2018","01",11322.62
"D","10/16/2018","02",11047.6
"D","10/16/2018","03",10766.18
"D","10/16/2018","04",10698.15
"D","10/16/2018","05",10905.65
"D","10/16/2018","06",11398.18
